ENTRY,Name,MeSH,OMIM,ICD-10,ICD-11,MedlinePlus,Alias_Name,Pathway,Gene_symbol,kegg_geneID,Drug_name,kegg_drugID
H00063,Spinocerebellar ataxia (SCA),D020754,164400;183090;109150;600224;183086;164500;608768;603516;604432;604326;605259;605361;606658;607136;607346;607454;610245;609306;609307;610246;117210;613908;614153;615945;615957;616053;616410;616795;617018;617691;617769;617770;617931,G31.9,8A03.16,NA,NA,hsa05017  Spinocerebellar ataxia,ATXN1;ATXN2;ATXN3;SPTBN2;CACNA1A;ATXN7;ATXN8OS;ATXN10;TTBK2;PPP2R2B;KCNC3;PRKCG;ITPR1;TBP;KCND3;TMEM240;PDYN;EEF2;FGF14;AFG3L2;BEAN1;TGM6;NOP56;DAB1;ELOVL5;CCDC88C;TRPC3;CACNA1G;MME;GRM1;FAT2;PLD3;PUM1,6310;6311;4287;6712;773;6314;6315;25814;146057;5521;3748;5582;3708;6908;3752;339453;5173;1938;2259;10939;146227;343641;10528;1600;60481;440193;7222;8913;4311;2911;2196;23646;9698,NA,NA
H00064,Ataxia telangiectasia,D001260,208900,G11.3,4A01.31,NA,Louis-Bar syndrome;Boder-Sedgwick syndrome,NA,ATM,472,NA,NA
H00065,Alexander disease,D038261,203450,NA,8A44.2,NA,NA,NA,GFAP,2670,NA,NA
H00066,Lewy body dementia (LBD),D020961,127750,G31.8,8A22,NA,Dementia with Lewy bodies (DLB),NA,SNCA;SNCB;LRRK2;GBA,6622;6620;120892;2629,NA,NA
H00067,Friedreich ataxia,D005621,229300,G11.1,8A03.10,NA,NA,NA,FXN,2395,NA,NA
H00068,Leber hereditary optic atrophy,D029242,535000,H47.2,9C40.B;8C73.Y,NA,Leber optic atrophy,NA,ND1;ND2;ND4;ND4L;ND5;ND6;CYTB;COX1;COX3;ATP6,4535;4536;4538;4539;4540;4541;4519;4512;4514;4508,NA,NA
H00069,Glycogen storage disease,D006008,232200;232220;232240;232300;232400;232500;232600;232700;232800;306000;261750;613027;300559;261670;227810;612933;611881;612932;612934;613507;261740;240600;611556,E74.0,5C51.3,NA,NA,NA,G6PC;SLC37A4;GAA;AGL;GBE1;PYGM;PYGL;PFKM;PHKA2;PHKB;PHKG2;PHKA1;PGAM2;SLC2A2;LDHA;ALDOA;ENO3;PGM1;GYG1;PRKAG2;GYS2;GYS1,2538;2542;2548;178;2632;5837;5836;5213;5256;5257;5261;5255;5224;6514;3939;226;2027;5236;2992;51422;2998;2997,NA,NA
H00070,Galactosemia,D005693,230400;230200;230350;618881,E74.2,5C51.4,NA,NA,NA,GALT;GALK1;GALE;GALM,2592;2584;2582;130589,NA,NA
H00071,Hereditary fructose intolerance,D005633,229600,E74.1,5C51.50,NA,Fructosemia,NA,ALDOB,229,NA,NA
H00072,Pyruvate dehydrogenase complex deficiency,D015325,312170;614111;245348;246900;245349;608782,E74.4,5C53.02,NA,NA,NA,PDHA1;PDHB;DLAT;DLD;PDHX;PPM2C,5160;5162;1737;1738;8050;54704,NA,NA
H00073,Pyruvate carboxylase deficiency,D015324,266150,E74.4,5C53.03,NA,NA,NA,PC,5091,NA,NA
H00074,Canavan disease,D017825,271900,E75.2,5C50.E1,NA,NA,NA,ASPA,443,NA,NA
H00075,Refsum disease,D012035,266500,G60.1,5C57.1,NA,Heredopathia atactica polyneuritiformis,NA,PHYH;PEX7,5264;5191,NA,NA
H00076,Cockayne syndrome,D003057,216400;133540,Q87.1,LD2B,NA,NA,NA,ERCC8;ERCC6,1161;2074,NA,NA
H00077,Progressive supranuclear palsy,D013494,601104;260540,G23.1,8A00.10,NA,Steele-Richardson-Olszewski syndrome,NA,MAPT,4137,NA,NA
H00078,Frontotemporal lobar degeneration,D057174,172700;600274;607485;601104;167320;600795,G31.0,8A23,NA,NA,NA,MAPT;PSEN1;GRN;VCP;CHMP2B,4137;5663;2896;7415;25978,NA,NA
H00079,Asthma,D001249,NA,J45,CA23,NA,NA,hsa05310  Asthma,IL4;IL4RA;IL13;FCER1B;TNFA;ADAM33;CD14;HLA-DRB1;HLA-DQB1;ADRB2,3565;3566;3596;2206;7124;80332;929;3123;3119;154,Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Budesonide;Beclomethasone dipropionate;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Mometasone furoate;Fluticasone propionate;Fluticasone furoate;Dupilumab;Cortisone acetate;Flunisolide;Ciclesonide;Salmeterol xinafoate and fluticasone propionate;Metaproterenol sulfate;Terbutaline sulfate;Salmeterol xinafoate;Formoterol fumarate;Budesonide and formoterol fumarate dihydrate;Mometasone furoate and formoterol fumarate;Fluticasone furoate and vilanterol trifenatate;Tiotropium bromide hydrate;Theophylline;Aminophylline hydrate;Aminophylline dihydrate;Theophylline and dextrose;Zafirlukast;Montelukast sodium;Omalizumab;Reslizumab;Mepolizumab;Benralizumab;Zileuton,D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00246;D00689;D00407;D00751;D00979;D00690;D01708;D06315;D10354;D00973;D00324;D01703;D08699;D00685;D00688;D00687;D01373;D09595;D10295;D10501;D01929;D00371;D05429;D11630;D10297;D00411;D00529;D05251;D08985;D04923;D09874;D00414
H00080,Systemic lupus erythematosus,D008180,152700;601744;605218,M32,4A40.0,NA,NA,hsa05322  Systemic lupus erythematosus,HLA-DRB1;HLA-DQA1;HLA-DQB1;C2;C4;TNF-alpha;Fc gamma RIIA;Fc gamma RIIB;Fc gamma RIIIA;Fc gamma RIIIB;PARP;CRP;TLR5;PDCD1;OAZ,3123;3117;3119;717;720;7124;2212;2213;2214;2215;NA;1401;7100;5133;23090,Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Corticotropin;Cortisone acetate;Belimumab;Hydroxychloroquine sulfate,D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00407;D00751;D00979;D00146;D00973;D03068;D02114
H00081,Hashimoto thyroiditis,D050031,NA,E06.3,5A03.20,NA,NA,hsa05320  Autoimmune thyroid disease,HLA-DRB1;HLA-DQA1;HLA-DQB1;CTLA-4,3123;3117;3119;1493,Levothyroxine sodium;Thyroid,D01010;D06482
H00082,Graves disease,D006111,NA,E05.0,5A02.0,NA,NA,hsa05320  Autoimmune thyroid disease,HLA-DRB1;HLA-DQA1;HLA-DQB1;CTLA-4,3123;3117;3119;1493,Propylthiouracil;Methimazole,D00562;D00401
H00083,Allograft rejection,NA,NA,T86,NE84,NA,NA,hsa05330  Allograft rejection,TNF-alpha;IL-10;TGF-beta;IFN-gamma;HLA-DMA;ICAM-1;CTLA4;ACE;GPIIIA,7124;3586;7040 7042 7043;3458;3108;3383;1493;1636;3690,Prednisolone sodium phosphate;Tacrolimus;Thiotepa;Everolimus;Mycophenolate mofetil;Mycophenolate sodium;Sirolimus;Belatacept;Basiliximab;Cyclosporine;Azathioprine,D00981;D00107;D00583;D02714;D00752;D05095;D00753;D03222;D03058;D00184;D00238
H00084,Graft-versus-host disease,D006086,NA,T86,4B24,NA,NA,hsa05332  Graft-versus-host disease,TNF-alpha;IL-10;IL1A;IL-1-RA;IFN-gamma;IL-6;TGF-beta;IL13;TNFRSF1B;IL2,7124;3586;3552;3557;3458;3569;7040 7042 7043;3596;7133;3558,Ruxolitinib phosphate;Ibrutinib,D09960;D10223
H00085,Agammaglobulinemias,D000361,601495;613500;613501;613502;613506;612692;300755,D80,4A01.00,NA,NA,hsa05340  Primary immunodeficiency,Btk;CD79a;mu;lamda 5;BLNK;LRRC8;CD79B,695;973;NA;3543;29760;56262 23507 84230 55144 80131;974,NA,NA
H00086,"Hyper IgM syndromes, autosomal recessive type",D053306,608106;605258;606843,D80,4A01.05,NA,NA,hsa05340  Primary immunodeficiency,AID;UNG;CD40,57379;7374;958,NA,NA
H00087,Other humoral immunodeficiencies,C537362,NA,D80,4A01.1Y,NA,NA,NA,DNMT3B;IGKC;Ig heavy chain,1789;NA;NA,NA,NA
H00088,Common variable immunodeficiency,D017074,607594;240500;609529;613493;613494;613495;613496;614699;614700;615577;615767;616576;616873;617765,D80,4A01.0Z,NA,NA,hsa05340  Primary immunodeficiency,ICOS;TACI;CD19;TNFRSF13C;MS4A1;CD81;CR2;LRBA;NFKB2;IL21;NFKB1;IKZF1;IRF2BP2,29851;23495;930;115650;931;975;1380;987;4791;59067;4790;10320;359948,NA,NA
H00089,IFN-gamma/IL-12 axis,NA,614890;614891;209950;615978;614889;614892;613796;614162;614893;226990;616126;616622;300636;300645,D84.8,4A00.2,NA,Medelian susceptibility to mycobacterial disease (MSMD),NA,IL12B;IL12RB1;IFNGR1;IFNGR2;STAT1;IRF8;ISG15;RORC;IKBKG;CYBB,3593;3594;3459;3460;6772;3394;9636;6097;8517;1536,NA,NA
H00090,NK cell defects,NA,NA,NA,4A00.3,NA,NA,NA,FCGR3A,2214,NA,NA
H00091,T-B+Severe combined immunodeficiency,D053632,608971;300400;606367;610163;615401,D81,4A01.10,NA,NA,hsa05340  Primary immunodeficiency,IL2RG;JAK3;IL7R;IL2RA;PTPRC;delta CD3;epsilon CD3;zeta CD3;FOXN1;CORO1A,3561;3718;3575;3559;5788;915;916;919;8456;11151,NA,NA
H00092,T-B-Severe combined immunodeficiency,C563440,102700;601457;602450;267500;615966,D81,4A01.10,NA,NA,hsa05340  Primary immunodeficiency,ADA;RAG-1;RAG-2;DCLRE1C;AK2;PRKDC,100;5896;5897;64421;204;5591,NA,NA
H00093,Combined immunodeficiency,D053632,308230;312863;613179;603554;233650;612782;612783;615206;617638;615468;618204;615592;615593;615607;615897;616098;616433,D81,4A01.1,NA,NA,hsa05340  Primary immunodeficiency,CD40L;CD40;IL2RG;PNP;RAG1;RAG2;TAP1;TAP2;CIITA;RFX5;RFXAP;RFXANK;Zap-70;ORAI1;STIM1;LCK;CD8A;CARD11;MALT1;IKBKB;TNFRSF4;CD3G;CTPS1;BCL10;DOCK2,959;958;3561;4860;5896;5897;6890;6891;4261;5993;5994;8625;7535;84876;6786;3932;925;84433;10892;3551;7293;917;1503;8915;1794,NA,NA
H00094,Immunodeficiency associated with DNA repair defects,D001260;D049932;C564694;D001816,208900;604391;251260;210900;606593;609981,D82.8;G11.3,4A01.31,NA,NA,NA,ATM;MRE11A;NBS1;LIG1;LIG4;BLM;MCM4,472;4361;4683;3978;3981;641;4173,NA,NA
H00095,Ectodermal dysplasia associated immunodeficiency,C567411;C536181,612132;300291,D82.8,LD27.0Y,NA,NA,hsa05340  Primary immunodeficiency,IKBKG;IKBA,8517;4792,NA,NA
H00096,Defects of toll-like receptor signaling,NA,607676,NA,4A00.2,NA,NA,NA,IRAK4,51135,NA,NA
H00097,Chemokine receptor defect,NA,193670,NA,4A00.Y,NA,NA,NA,CXCR4,7852,NA,NA
H00098,Chronic granulomatous disease,D006105,306400;233690;233700;233710,D71,4A00.0Y,NA,NA,NA,CYBB;CYBA;NCF1;NCF2,1536;1535;653361;4688,Interferon gamma-1b,D00747
H00099,Leukocyte adhesion deficiency,C535887;C535755;C567555,116920;266265;612840;608203,NA,NA,NA,NA,NA,ITGB2;SLC35C1;FERMT3;RAC2,3689;55343;83706;5880,NA,NA
H00100,Neutropenic disorders,NA,610738;613107;202700;300299,D70,4B00.0,NA,NA,NA,HAX1;GFI1;ELA2;WAS,10456;2672;1991;7454,Filgrastim;Pegfilgrastim,D03235;D06889
H00101,Other phagocyte defects,NA,214500;214450;607624;245480;254600;260400,NA,NA,NA,NA,NA,CHS1;MYO5A;RAB27A;MLPH;ACTB;CEBPE;MPO;G6PD;SBDS,1130;4644;5873;79083;60;1053;4353;2539;51119,NA,NA
H00102,Classic complement pathway component defects,NA,613652;613783;217000;613779;614380;614379;120790,NA,4A00.10,NA,NA,NA,C1QA;C1QB;C1QG;C1R;C1S;C2;C3;C4A;C4B,712;713;714;715;716;717;718;720;721,NA,NA
H00103,Late complement pathway defects,NA,609536;612446;610102;608957;613790;613789;613825,NA,4A00.11,NA,NA,NA,C5;C6;C7;C8 alpha;C8 beta;C8 gamma;C9,727;729;730;731;732;733;735,NA,NA
H00104,Alternative complement pathway component defects,NA,613912;609814;312060,NA,NA,NA,NA,NA,BF;DF;HF1;PFC,629;1675;3075;5199,NA,NA
H00105,Mannose-binding lectin pathway component defects,NA,614372;613791,NA,4A00.1Y,NA,NA,NA,MBL2;MASP2,4153;10747,NA,NA
H00106,Complement regulatory protein defects,NA,106100;610984;612300,NA,4A00.1Y,NA,NA,NA,SERPING1;C4BPA;C4BPB;IF;DAF;CD59,710;722;725;3426;1604;966,NA,NA
H00107,Other well-defined immunodeficiency syndromes,NA,301000;188400;147060;243700;308240;300635;613011;304790;250250;240300;611521,NA,NA,NA,NA,hsa05340  Primary immunodeficiency,WAS;TBX1;STAT3;TYK2;SH2D1A;XIAP;ITK;AIRE;FOXP3;RMRP,7454;6899;6774;7297;4068;331;3702;326;50943;6023,NA,NA
H00108,Autoimmune lymphoproliferative syndromes,D056735,601859;603909;614470;615559;607271;616100,D47.9,4A01.22,NA,NA,NA,TNFRSF6;TNFSF6;Caspase 10;Caspase 8;PRKCD;N-Ras;CTLA4,355;356;843;841;5580;4893;1493,NA,NA
H00109,Familial hemophagocytic lymphohistiocytosis,D056735,603553;608898;603552,D76.1,4A01.23,NA,NA,NA,PRF1;UNC13D;STX11,5551;201294;8676,Emapalumab,D11120
H00114,"Fructose-1,6-bisphosphatase deficiency",NA,229700,E74.1,5C51.5Y,NA,NA,NA,FBP1,2203,NA,NA
H00115,Congenital sucrase-isomaltase deficiency,C538139,222900,E74.3,5C61.2,NA,Disaccharide intolerance I,NA,SI,6476,Sacrosidase,D05782
H00116,Congenital lactase deficiency,C562600,223000;223100,E73.0,5C61.61,NA,Disaccharide intolerance II,NA,LCT,3938,NA,NA
H00117,Primary hyperoxaluria,D006960,259900;260000;613616,E74.8,5C51.2,NA,NA,NA,AGXT;GRHPR;HOGA1,189;9380;112817,Lumasiran sodium,D11926
H00118,Congenital disorders of glycosylation type I,D018981,212065;602579;603147;601110;608799;609180;607143;608104;607906;608093;608540;608776;610768;612015;612937;613661;612379;614507;300884;614921;615042;615273;615596;615597;300934;616457;617082;613861;301031,E77.8,5C54.0,NA,NA,NA,"PMM2;MPI;ALG6;ALG3;DPM1;MPDU1;ALG12;ALG8;ALG2;DPAGT1, ALG7;ALG1;ALG9;DOLK;RFT1;DPM3;ALG11;SRD5A3;DDOST;ALG13;PGM1;DPM2;NGLY1;STT3A;STT3B;SSR4;CAD;NUS1;DHDDS;MAGT1",5373;4351;29929;10195;8813;9526;79087;79053;85365;1798;56052;79796;22845;91869;54344;440138;79644;1650;79868;5236;8818;55768;3703;201595;6748;790;116150;79947;84061,NA,NA
H00119,Congenital disorders of glycosylation type II,D018981,212066;606056;266265;607091;603585;608779;611209;611182;613612;613489;614727;614576;300896;616721;616828;616829;617395;301045;618885,E77.8,5C54.0,NA,NA,NA,MGAT2;GCS1;SLC35C1;B4GALT1;COG7;SLC35A1;COG1;COG8;COG5;COG4;TMEM165;COG6;SLC35A2;SLC39A8;CCDC115;TMEM199;COG2;ATP6AP2;GALNT2,4247;7841;55343;2683;91949;10559;9382;84342;10466;25839;55858;57511;7355;64116;84317;147007;22796;10159;2590,NA,NA
H00120,Muscular dystrophy-dystroglycanopathy type A,D058494,236670;613150;253280;253800;606612;613154;614643;614830;616538;615041;615181;615249;615287;615350,Q04.3,8C70.6,NA,NA,NA,POMT1;POMT2;POMGNT1;FKTN;FKRP;LARGE;ISPD;GTDC2;DAG1;TMEM5;B3GALNT2;SGK196;B3GNT1;GMPPB,10585;29954;55624;2218;79147;9215;729920;84892;1605;10329;148789;84197;11041;29925,NA,NA
H00122,Multiple exostoses,D005097,133700;133701,Q78.6,LD24.20,NA,NA,NA,EXT1;EXT2,2131;2132,NA,NA
H00123,Mucopolysaccharidosis type IV,D009085,253000;253010,E76.2,5C56.32,NA,NA,NA,GALNS;GLB1,2588;2720,Elosulfase alfa,D10333
H00124,GM2 gangliosidoses,D020143,268800;272800;272750,E75.0,5C56.00,NA,NA,NA,HEXA;HEXB;GM2A,3073;3074;2760,NA,NA
H00125,Fabry disease,D000795,301500,E75.2,5C56.01,NA,Anderson-Fabry disease,NA,GLA,2717,Agalsidase alfa;Agalsidase beta;Migalastat hydrochloride,D02784;D03228;D05031
H00126,Gaucher disease,D005776,230800;230900;231000;231005;608013;610539,E75.2,5C56.0Y,NA,NA,NA,GBA;PSAP,2629;5660,Imiglucerase;Velaglucerase alfa;Taliglucerase alfa;Miglustat;Eliglustat tartrate,D03020;D09029;D09675;D05032;D09894
H00127,Metachromatic leukodystrophy,D007966,250100;249900,E75.2,5C56.02,NA,NA,NA,ARSA;PSAP,410;5660,NA,NA
H00128,Mucopolysaccharidosis type I,D008059,607014;607015;607016,E76.0,5C56.30,NA,Hurler-Scheie syndrome;Hurler syndrome;Scheie syndrome,NA,IDUA,3425,Laronidase,D04670
H00129,Mucopolysaccharidosis type II,D016532,309900,E76.1,5C56.31,NA,Hunter syndrome,NA,IDS,3423,Idursulfase,D04499
H00130,Mucopolysaccharidosis type III,D009084,252900;252920;252930;252940,E76.2,5C56.3Y,NA,NA,NA,SGSH;NAGLU;HGSNAT;GNS,6448;4669;138050;2799,NA,NA
H00131,Mucopolysaccharidosis type VI,D009087,253200,E76.2,5C56.33,NA,Maroteaux-Lamy syndrome,NA,ARSB,411,Galsulfase,D06565
H00132,Mucopolysaccharidosis type VII,D016538,253220,E76.2,5C56.3Y,NA,Sly syndrome,NA,GUSB,2990,Vestronidase alfa,D11004
H00133,Mucopolysaccharidosis type IX,C563209,601492,E76.3,5C56.3Y,NA,Hyaluronidase deficiency,NA,HYAL1,3373,NA,NA
H00134,X-linked ichthyosis,D016114,308100,Q80.1,EC20.01,NA,NA,NA,STS,412,NA,NA
H00135,Krabbe disease,D007965,245200;611722,E75.2,8A44.4,NA,Globoid cell leukodystrophy,NA,GALC;PSAP,2581;5660,NA,NA
H00136,Niemann-Pick disease type C,D052556,257220;607625,E75.2,5C56.0Y,NA,NA,NA,NPC1;NPC2,4864;10577,NA,NA
H00137,Niemann-Pick disease type A/B,D052536;D052537,257200;607616,E75.2,5C56.0Y,NA,NA,NA,SMPD1,6609,NA,NA
H00138,Farber lipogranulomatosis,D055577,228000,E75.2,5C56.0Y,NA,Farber disease,NA,ASAH1,427,NA,NA
H00139,alpha-Mannosidosis,D008363,248500,E77.1,5C56.21,NA,NA,NA,MAN2B1,4125,NA,NA
H00140,beta-Mannosidosis,D044905,248510,E77.1,5C56.21,NA,NA,NA,MANBA,4126,NA,NA
H00141,Fucosidosis,D005645,230000,E77.1,5C56.21,NA,NA,NA,FUCA1,2517,NA,NA
H00142,Sialidosis,D009081,256550,E77.1,5C56.21,NA,Mucolipidosis I,NA,NEU1,4758,NA,NA
H00143,Mucolipidosis II,D009081,252500,E77.0,5C56.20,NA,I-cell disease,NA,GNPTAB,79158,NA,NA
H00144,Mucolipidosis IV,D009081,252650,E75.1,5C56.20,NA,NA,NA,MCOLN1,57192,NA,NA
H00145,Aspartylglucosaminuria,D054880,208400,E77.1,5C56.21,NA,NA,NA,AGA,175,NA,NA
H00146,Alpha-N-acetylgalactosaminidase deficiency,C536631,609241;609242,E77.9,5C56.21,NA,NA,NA,NAGA,4668,NA,NA
H00147,Sialuria,D029461,269920;604369;269921,E88.8,5C56.4,NA,NA,NA,SLC17A5;GNE,26503;10020,NA,NA
H00148,Lysosomal acid lipase deficiency,D015223,278000,E75.5,5C56.0Y,NA,NA,NA,LIPA,3988,Sebelipase alfa,D10377
H00149,Neuronal ceroid lipofuscinosis,D009472,256730;204500;204200;204300;256731;601780;610951;600143;610003;609055;610127;162350;614706;615362,E75.4,5C56.1,NA,NA,NA,PPT1;TPP1;BTS;CLN6;DNAJC5;CLN5;MSFD8;CLN8;CTSD;GRN;CTSF,5538;1200;1201;54982;80331;1203;256471;2055;1509;2896;8722,Cerliponase alfa,D10813
H00150,Danon disease,D052120,300257,E74.0,5C51.3,NA,X-linked vacuolar cardiomyopathy and myopathy,NA,LAMP2,3920,NA,NA
H00151,Cerebrotendinous xanthomatosis,D019294,213700,E75.5,5C52.11,NA,Van Bogaert-Scherer-Epstein Disease,NA,CYP27A1,1593,NA,NA
H00152,Sitosterolemia,C537345,210250,E78.5,5C52.1Y,NA,NA,NA,ABCG5;ABCG8,64240;64241,Ezetimibe,D01966
H00153,Familial combined hyperlipidemia,D006950,144250;602491,E78.4,5C80.2,NA,NA,NA,USF1,7391,NA,NA
H00154,"Hyperlipoproteinemia, type I",D008072,238600;207750;615947,E78.3,5C80.1,NA,NA,NA,LPL;APOC2;GPIHBP1,4023;344;338328,Alipogene tiparvovec,D10843
H00155,Familial hypercholesterolemia,D006937,143890;144010;603776,E78.0,5C80.00,NA,Autosomal dominant hypercholesterolaemia,NA,LDLR;APOB;PCSK9,3949;338;255738,Simvastatin;Pravastatin sodium;Fluvastatin sodium;Atorvastatin calcium;Rosuvastatin calcium;Ezetimibe;Mipomersen sodium;Lomitapide mesylate;Evolocumab;Alirocumab;Bempedoic acid;Niacin and lovastatin;Ezetimibe and simvastatin;Bempedoic acid and ezetimibe;Evinacumab,D00434;D00893;D00892;D02258;D01915;D01966;D08946;D09638;D10557;D10335;D10691;D10292;D10257;D11794;D11753
H00156,"Hyperlipoproteinemia, type III",D006952,NA,E78.2,5C80.2,NA,Dysbetalipoproteinemia,NA,APOE,348,Fenofibric acid,D11579
H00157,"Hyperlipoproteinemia, type V",D006954,144650,E78.3,5C80.1,NA,NA,NA,APOA5,116519,NA,NA
H00158,Lecithin:cholesterol acyltransferase deficiency,D007863,245900;136120,E78.6,5C81.Y,NA,Norum disease;Fish-eye disease,NA,LCAT,3931,NA,NA
H00159,Tangier disease,D013631,205400,E78.6,5C81.0,NA,NA,hsa05417  Lipid and atherosclerosis,ABCA1,19,NA,NA
H00160,Abetalipoproteinemia,D000012,200100,E78.6,5C81.1,NA,Bassen-Kornzweig Disease,NA,MTTP,4547,NA,NA
H00161,Smith-Lemli-Opitz syndrome,D019082,270400,Q87.1,5C52.10,NA,NA,NA,DHCR7,1717,NA,NA
H00162,Sjogren-Larsson syndrome,D016111,270200,E71.3,5C52.03,NA,NA,NA,ALDH3A2,224,NA,NA
H00163,Alkaptonuria,D000474,203500,E70.2,5C50.10,NA,NA,NA,HGD,3081,NA,NA
H00164,Carbamoyl phosphate synthetase I deficiency,D020165,237300,E72.2,5C50.A1,NA,NA,NA,CPS1,1373,Sodium phenylbutyrate,D05868
H00165,Tyrosinemia,D020176,276700;276600;276710;140350,E70.2,5C50.11;5C50.12,NA,NA,NA,FAH;TAT;HPD,2184;6898;3242,Nitisinone,D05177
H00166,Hermansky-Pudlak syndrome,D022861,203300;608233;614072;614073;614074;614075;614076;614077;614171;617050,E70.3,EC23.20,NA,NA,NA,HPS1;AP3B1;HPS3;HPS4;HPS5;HPS6;DTNBP1;BLOC1S3;BLOC1S6;AP3D1,3257;8546;84343;89781;11234;79803;84062;388552;26258;8943,NA,NA
H00167,Phenylketonuria,D010661,261600;261630;233910;261640;264070,E70.0,5C50.0,NA,"Hyperphenylalaninemia, BH4-deficient",NA,PAH;QDPR;GCH1;PTS;PCBD1,5053;5860;2643;5805;5092,Pegvaliase;Sapropterin dihydrochloride,D11077;D01798
H00168,Oculocutaneous albinism,D016115,203100;606952;203200;203290;606574;113750;615179,E70.3,EC23.20,NA,NA,NA,TYR;OCA2;MC1R;TYRP1;SLC45A2;SLC24A5;C10orf11,7299;4948;4157;7306;51151;283652;83938,NA,NA
H00169,Ocular albinism,D016117,300500;103470,E70.3,NA,NA,Ocular albinism type I (OA1);Waardenburg syndrome type II (WS2-OA),NA,GPR143;MITF,4935;4286,NA,NA
H00170,Piebaldism,D016116,172800,E70.3,EC23.2Y,NA,NA,NA,KIT;SNAI2,3815;6591,NA,NA
H00171,Histidinemia,C538320,235800,E70.8,5C50.20,NA,NA,NA,HAL,3034,NA,NA
H00172,Maple syrup urine disease,D008375,248600;246900;615135,E71.0,5C50.D0,NA,NA,NA,BCKDHA;BCKDHB;DBT;DLD;PPM1K,593;594;1629;1738;152926,NA,NA
H00173,Isovaleric acidemia,C538167,243500,E71.1,5C50.E0,NA,NA,NA,IVD,3712,NA,NA
H00174,Methylmalonic aciduria,C565390;C537360;C537361,251000;251100;251110;251120,E71.1,5C50.E0,NA,Methylmalonic acidemia,NA,MUT;MMAA;MMAB;MCEE,4594;166785;326625;84693,NA,NA
H00175,Propionic acidemia,D056693,606054,E71.1,5C50.E0,NA,NA,NA,PCCA;PCCB,5095;5096,NA,NA
H00176,Adrenoleukodystrophy,D000326,300100,E71.3,8A44.1;5C57.1,NA,NA,NA,ABCD1,215,NA,NA
H00177,Neonatal adrenoleukodystrophy,D018901,202370,E71.3,5A74.Y;5C57.0,NA,NA,NA,PEX1;PEX5;PEX10;PEX13;PEX26,5189;5830;5192;5194;55670,NA,NA
H00178,Glutaric acidemia,D054069;C536833,231670;231680;231690,E71.3;E72.3,5C50.E1,NA,NA,NA,GCDH;ETFA;ETFB;ETFDH;SUGCT,2639;2108;2109;2110;79783,NA,NA
H00179,3-Hydroxy-3-methylglutaryl-CoA lyase deficiency,C538324,246450,E71.1,5C52.02,NA,NA,NA,HMGCL,3155,NA,NA
H00180,Holocarboxylase synthetase deficiency,D028922,253270,E53.8,5C50.E0,NA,Multiple carboxylase deficiency,NA,HLCS,3141,NA,NA
H00181,3-Methylcrotonylglycinuria,C535308;C535309,210200;210210,E71.1,5C50.E0,NA,3-Methylcrotonyl-CoA carboxylase deficiency,NA,MCCC1;MCCC2,56922;64087,NA,NA
H00182,Cystathioninuria,C535408,219500,E72.1,5C50.B,NA,NA,NA,CTH,1491,NA,NA
H00183,Homocystinuria,D006712,236200;236270;236250,E72.1,5C50.B,NA,NA,NA,CBS;MTRR;MTHFR,875;4552;4524,Betaine,D07523
H00184,Hypermethioninemia,C564683,250850;180960;606664;614300,E72.1,5C50.B,NA,NA,NA,MAT1A;AHCY;GNMT;ADK,4143;191;27232;132,NA,NA
H00185,Citrullinemia,D020159,215700;603471;605814,E72.2,5C50.A3,NA,Argininosuccinate synthase deficiency,NA,ASS1;SLC25A13,445;10165,Sodium phenylbutyrate,D05868
H00186,Hyperargininemia,D020162,207800,E72.2,5C50.A2,NA,NA,NA,ARG1,383,NA,NA
H00187,Ornithine transcarbamylase deficiency,D020163,311250,E72.4,5C50.9;5C50.AY,NA,NA,NA,OTC,5009,Sodium phenylbutyrate,D05868
H00188,Hyperlysinemia,D020167,238700,E72.3,5C50.4,NA,NA,NA,AASS,10157,NA,NA
H00189,Ornithinaemia,D015799,258870,E72.4,5C50.9,NA,Gyrate Atrophy,NA,OAT,4942,NA,NA
H00190,Hyperprolinemia,C538384;C538385,239500;239510,E72.5,5C50.8,NA,NA,NA,PRODH;ALDH4A1,5625;8659,NA,NA
H00191,Nonketotic hyperglycinemia,NA,605899,E72.5,5C50.70,NA,Glycine encephalopathy (GCE),NA,GLDC;AMT;GCSH,2731;275;2653,NA,NA
H00192,Xanthinuria,C562584;C566358,278300;603592,E79.9,5C55.00,NA,NA,NA,XDH;MOCOS,7498;55034,NA,NA
H00193,Dihydropyrimidine dehydrogenase deficiency,D054067,274270,E79.8,5C55.1,NA,NA,NA,DPYD,1806,NA,NA
H00194,Lesch-Nyhan syndrome,D007926,300322;300323,E79.1,5C55.01,NA,Hypoxanthine-guanine phosophoribosyltransferase deficiency,NA,HPRT1,3251,NA,NA
