	ENTRY	KEGG_disease_name	KEGG_synosyms	ICD-10	header	float	ICD_mid_class	KMN_candidate_IDs	KMN_candidate_Names	KMN_ICD10
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN538	Hypercystinuria	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN539	Hyperoxaluria Type II	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN540	Hyperoxaluria Type I	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN541	Hypervalinemia	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN542	Hyperhydroxyprolinemia	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN543	Hyperprolinemia Type II	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN544	Hyperprolinemia Type I	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN547	Hyperleucine-Isoleucinemia	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN548	Hyperuricemia	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN551	Autosomal Recessive Hypercholesterolemia	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN552	Neuronal ceroid-lipofuscinosis	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN553	Erythropoietic Protoporphyria	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN554	Congenital Chloridorrhea	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN555	Congenital Homocystinuria Syndrome	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN556	Congenital Erythropoietic Porphyria	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN557	Polygenic Hypercholesterolemia	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN559	Multiple Carboxylase/Biotinidase Deficiency	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN560	Variegate Porphyria	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN563	Hypouricemia	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN564	Dibasic Aminoaciduria	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN565	Lactate Dehydrogenase Deficiency	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN568	Albinism (oculocutaneous)	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN569	Porphyria Cutanea Tarda	E80.1
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN570	Nonketotic hyperglycinemia-type I	NO_DATA
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN571	Essential Fructosuria	E74.11
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN572	Essential pentosuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN374	3-Oxothiolase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN375	3-Hydroxy-3-methylglutaric Aciduria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN376	3-Methylcrotonyl Glycinuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN377	3-Methylglutaconic Aciduria Type I	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN378	4-Hydroxybutyric Aciduria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN379	Beta-mercaptolactate-cysteine disulfiduria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN381	GM2-ganglioside activator deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN382	GTP Cyclohydrolase I Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN384	PRPP synthetase super-activity	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN385	PRPP synthetase deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN386	X-Linked Hypophosphatemic Rickets	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN390	ApoA-I Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN392	Arginase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN393	Argininosuccinic Acidemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN394	alpha-Ketoadipic Acidemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN396	alpha1 Antitrypsin Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN397	Andersen's Syndrome	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN401	Wolman Disease	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN402	Galactosemia with Uridyl Transferase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN403	Uridine Diphosphate Galactose 4-Epimerase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN404	Ureidopropionase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN405	Urocanic Aciduria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN408	CPT II Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN409	Carnitine Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN410	Carnosinase deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN411	Carbamylphosphate Synthase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN412	Carbinolamine Dehydratase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN416	Glucose-Galactose Malabsorption	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN417	Glucose-Transport Defect	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN419	Glutaric Acidemia Type II	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN420	Glutaric Acidemia Type I	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN421	Cholesteryl Ester Storage Disease	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN422	CETP Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN423	Sarcosinemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN429	Citrullinemia Type II	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN430	Citrullinemia Type I	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN435	Sulfocysteinuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN438	Thymidine Phosphorylase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN439	Tyrosinemia Type III	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN440	Tyrosinemia Type II	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN441	Tyrosinemia Type I	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN444	ALA-Dehydratase-Deficient Porphyria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN445	Tryptophan Malabsorption	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN446	Tryptophanuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN447	Niemann-Pick Disease	E75.24
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN448	Hartnup Disease	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN451	Histidinuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN453	HPRT Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN454	Pyrimidine 5'-Nucleotidase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN456	Farber Disease	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN459	Fanconi Syndrome	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN460	Phenylketonuria Type III	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN461	Phenylketonuria Type II	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN462	Phenylketonuria Type I	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN464	Fructose 1,6-diphosphatase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN465	Fructose 1,6-bisphosphate Aldolase A Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN470	beta-Enolase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN471	Hawkinsinuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN472	Phosphoglycerate Kinase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN473	Phosphoglycerate Dehydrogenase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN474	Phosphoglycerate Mutase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN475	Homocarnosinosis	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN477	Homocystinuria and Methylmalonic Acidemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN478	Formiminoglutamic Aciduria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN479	Myoadenylate Deaminase Deficiency	E79.2
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN480	Mucolipidoses-III	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN481	Mucolipidoses-II	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN482	Mucopolysaccharidosis IH/S	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN483	Mucopolysaccharidosis IH	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN484	Mucopolysaccharidosis IIIA	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN485	Mucopolysaccharidosis IIIB	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN486	Mucopolysaccharidosis IIIC	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN487	Mucopolysaccharidosis IIID	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN488	Mucopolysaccharidosis II	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN489	Mucopolysaccharidosis IS	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN490	Mucopolysaccharidosis IVA	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN491	Mucopolysaccharidosis IVB	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN492	Mucopolysaccharidosis VII	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN493	Mucopolysaccharidosis VI	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN495	Metabolic Syndrome	E88.81
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN496	Methionine Malabsorption	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN497	Methylmalonic Acidemia	E71.120
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN499	Lysinuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN500	Lipoamide dehydrogenasee deficieny	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN501	Lipoprotein Lipase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN502	LCAT Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN505	Hereditary Xanthinuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN506	Hereditary Coproporphyria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN507	Hereditary Vitamin D-resistant Rickets	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN508	Hereditary Aceruloplasminemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN509	Familial Apolipoprotein C-II Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN510	Familial Dysbetalipoproteinemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN511	Familial Defective ApoB-100	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN512	Familial Hyperalphalipoproteinemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN514	Familial Hypertriglyceridemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN518	Activation-Induced Cytidine Deaminase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN520	Hepatoerythropoietic porphyria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN521	Glycogen Storage Disease 0	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN522	Glycogen Storage Disease III	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN523	Glycogen Storage Disease IV	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN524	Glycogen Storage Disease IX	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN525	Glycogen Storage Disease I	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN526	Glycogen Storage Disease VI	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN527	Glycogen Storage Disease XI	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN528	Pseudohypoaldosteronism	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN529	Acute Intermittent Porphyria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN530	Glycogen Storage Disease II	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN531	Glycogen Storage Disease VII	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN532	Glycogen Storage Disease V	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN533	Primary Lactase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN534	Primary Hypoalphalipoproteinemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN535	Classic Cystinuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN536	Hyper Lp(a) lipoproteinemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN537	Hyperornithinemia-Hyperammonemia-Homocitrullinuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN538	Hypercystinuria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN539	Hyperoxaluria Type II	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN540	Hyperoxaluria Type I	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN541	Hypervalinemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN542	Hyperhydroxyprolinemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN543	Hyperprolinemia Type II	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN544	Hyperprolinemia Type I	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN547	Hyperleucine-Isoleucinemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN548	Hyperuricemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN551	Autosomal Recessive Hypercholesterolemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN552	Neuronal ceroid-lipofuscinosis	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN553	Erythropoietic Protoporphyria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN554	Congenital Chloridorrhea	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN555	Congenital Homocystinuria Syndrome	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN556	Congenital Erythropoietic Porphyria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN557	Polygenic Hypercholesterolemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN559	Multiple Carboxylase/Biotinidase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN560	Variegate Porphyria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN563	Hypouricemia	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN564	Dibasic Aminoaciduria	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN565	Lactate Dehydrogenase Deficiency	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN568	Albinism (oculocutaneous)	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN569	Porphyria Cutanea Tarda	E80.1
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN570	Nonketotic hyperglycinemia-type I	NO_DATA
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN571	Essential Fructosuria	E74.11
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN572	Essential pentosuria	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN374	3-Oxothiolase Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN375	3-Hydroxy-3-methylglutaric Aciduria	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN376	3-Methylcrotonyl Glycinuria	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN377	3-Methylglutaconic Aciduria Type I	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN378	4-Hydroxybutyric Aciduria	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN379	Beta-mercaptolactate-cysteine disulfiduria	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN381	GM2-ganglioside activator deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN382	GTP Cyclohydrolase I Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN384	PRPP synthetase super-activity	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN385	PRPP synthetase deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN386	X-Linked Hypophosphatemic Rickets	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN390	ApoA-I Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN392	Arginase Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN393	Argininosuccinic Acidemia	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN394	alpha-Ketoadipic Acidemia	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN396	alpha1 Antitrypsin Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN397	Andersen's Syndrome	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN401	Wolman Disease	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN402	Galactosemia with Uridyl Transferase Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN403	Uridine Diphosphate Galactose 4-Epimerase Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN404	Ureidopropionase Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN405	Urocanic Aciduria	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN408	CPT II Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN409	Carnitine Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN410	Carnosinase deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN411	Carbamylphosphate Synthase Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN412	Carbinolamine Dehydratase Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN416	Glucose-Galactose Malabsorption	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN417	Glucose-Transport Defect	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN419	Glutaric Acidemia Type II	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN420	Glutaric Acidemia Type I	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN421	Cholesteryl Ester Storage Disease	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN422	CETP Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN423	Sarcosinemia	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN429	Citrullinemia Type II	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN430	Citrullinemia Type I	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN435	Sulfocysteinuria	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN438	Thymidine Phosphorylase Deficiency	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN439	Tyrosinemia Type III	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN440	Tyrosinemia Type II	NO_DATA
154	H01763	Porphyria	NO_DATA	E80	E	80.0	E70-E90	KMN441	Tyrosinemia Type I	NO_DATA
