	ENTRY	KEGG_disease_name	KEGG_synosyms	ICD-10	header	float	ICD_mid_class	KMN_candidate_IDs	KMN_candidate_Names
108	H01631	Acute heart failure	NO_DATA	I13	I	13.0	I10-I15	KMN711;KMN712;KMN714;KMN715;KMN716;KMN717;KMN718;KMN719	11beta-hydroxysteroid dehydrogenase deficiency;11beta-hydroxylase deficiency;Hypertension under acute psychological stress;Juvenile hypertension;Renovascular Hypertension;Renal Parenchymal Hypertension;Endocrine hypertension;Essential Hypertension
109	H01631	Acute heart failure	NO_DATA	I43	I	43.0	I30-I52	KMN733;KMN734;KMN737	Catecholamine VT;Jorvell and Lange-Nielsen Syndrome;Acute Pericarditis
110	H01631	Acute heart failure	NO_DATA	I50	I	50.0	I30-I52	KMN733;KMN734;KMN737	Catecholamine VT;Jorvell and Lange-Nielsen Syndrome;Acute Pericarditis
111	H01631	Acute heart failure	NO_DATA	I51	I	51.0	I30-I52	KMN733;KMN734;KMN737	Catecholamine VT;Jorvell and Lange-Nielsen Syndrome;Acute Pericarditis
112	H01631	Acute heart failure	NO_DATA	P29	P	29.0	NO_DATA	NO_DATA	NO_DATA
113	H01633	High blood pressure	Hypertension	I10	I	10.0	I10-I15	KMN711;KMN712;KMN714;KMN715;KMN716;KMN717;KMN718;KMN719	11beta-hydroxysteroid dehydrogenase deficiency;11beta-hydroxylase deficiency;Hypertension under acute psychological stress;Juvenile hypertension;Renovascular Hypertension;Renal Parenchymal Hypertension;Endocrine hypertension;Essential Hypertension
114	H01634	Peptic ulcer	NO_DATA	K25	K	25.0	K20-K31	KMN758;KMN759;KMN760;KMN761	Type A Gastritis;Menetrier's Disease;Gastroesophageal regurgitation;Peptic Ulcer Disease
115	H01634	Peptic ulcer	NO_DATA	K26	K	26.0	K20-K31	KMN758;KMN759;KMN760;KMN761	Type A Gastritis;Menetrier's Disease;Gastroesophageal regurgitation;Peptic Ulcer Disease
116	H01634	Peptic ulcer	NO_DATA	K27	K	27.0	K20-K31	KMN758;KMN759;KMN760;KMN761	Type A Gastritis;Menetrier's Disease;Gastroesophageal regurgitation;Peptic Ulcer Disease
117	H01634	Peptic ulcer	NO_DATA	K28	K	28.0	K20-K31	KMN758;KMN759;KMN760;KMN761	Type A Gastritis;Menetrier's Disease;Gastroesophageal regurgitation;Peptic Ulcer Disease
118	H01635	Hyperlipidemia	NO_DATA	E78	E	78.0	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
119	H01637	Hypertriglyceridemia	NO_DATA	E78.1	E	78.1	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
120	H01637	Hypertriglyceridemia	NO_DATA	E78.2	E	78.2	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
121	H01637	Hypertriglyceridemia	NO_DATA	E78.4	E	78.4	E70-E90	KMN374;KMN375;KMN376;KMN377;KMN378;KMN379;KMN381;KMN382;KMN384;KMN385;KMN386;KMN390;KMN392;KMN393;KMN394;KMN396;KMN397;KMN401;KMN402;KMN403;KMN404;KMN405;KMN408;KMN409;KMN410;KMN411;KMN412;KMN416;KMN417;KMN419;KMN420;KMN421;KMN422;KMN423;KMN429;KMN430;KMN435;KMN438;KMN439;KMN440;KMN441;KMN444;KMN445;KMN446;KMN447;KMN448;KMN451;KMN453;KMN454;KMN456;KMN459;KMN460;KMN461;KMN462;KMN464;KMN465;KMN470;KMN471;KMN472;KMN473;KMN474;KMN475;KMN477;KMN478;KMN479;KMN480;KMN481;KMN482;KMN483;KMN484;KMN485;KMN486;KMN487;KMN488;KMN489;KMN490;KMN491;KMN492;KMN493;KMN495;KMN496;KMN497;KMN499;KMN500;KMN501;KMN502;KMN505;KMN506;KMN507;KMN508;KMN509;KMN510;KMN511;KMN512;KMN514;KMN518;KMN520;KMN521;KMN522;KMN523;KMN524;KMN525;KMN526;KMN527;KMN528;KMN529;KMN530;KMN531;KMN532;KMN533;KMN534;KMN535;KMN536;KMN537;KMN538;KMN539;KMN540;KMN541;KMN542;KMN543;KMN544;KMN547;KMN548;KMN551;KMN552;KMN553;KMN554;KMN555;KMN556;KMN557;KMN559;KMN560;KMN563;KMN564;KMN565;KMN568;KMN569;KMN570;KMN571;KMN572	3-Oxothiolase Deficiency;3-Hydroxy-3-methylglutaric Aciduria;3-Methylcrotonyl Glycinuria;3-Methylglutaconic Aciduria Type I;4-Hydroxybutyric Aciduria;Beta-mercaptolactate-cysteine disulfiduria;GM2-ganglioside activator deficiency;GTP Cyclohydrolase I Deficiency;PRPP synthetase super-activity;PRPP synthetase deficiency;X-Linked Hypophosphatemic Rickets;ApoA-I Deficiency;Arginase Deficiency;Argininosuccinic Acidemia;alpha-Ketoadipic Acidemia;alpha1 Antitrypsin Deficiency;Andersen's Syndrome;Wolman Disease;Galactosemia with Uridyl Transferase Deficiency;Uridine Diphosphate Galactose 4-Epimerase Deficiency;Ureidopropionase Deficiency;Urocanic Aciduria;CPT II Deficiency;Carnitine Deficiency;Carnosinase deficiency;Carbamylphosphate Synthase Deficiency;Carbinolamine Dehydratase Deficiency;Glucose-Galactose Malabsorption;Glucose-Transport Defect;Glutaric Acidemia Type II;Glutaric Acidemia Type I;Cholesteryl Ester Storage Disease;CETP Deficiency;Sarcosinemia;Citrullinemia Type II;Citrullinemia Type I;Sulfocysteinuria;Thymidine Phosphorylase Deficiency;Tyrosinemia Type III;Tyrosinemia Type II;Tyrosinemia Type I;ALA-Dehydratase-Deficient Porphyria;Tryptophan Malabsorption;Tryptophanuria;Niemann-Pick Disease;Hartnup Disease;Histidinuria;HPRT Deficiency;Pyrimidine 5'-Nucleotidase Deficiency;Farber Disease;Fanconi Syndrome;Phenylketonuria Type III;Phenylketonuria Type II;Phenylketonuria Type I;Fructose 1,6-diphosphatase Deficiency;Fructose 1,6-bisphosphate Aldolase A Deficiency;beta-Enolase Deficiency;Hawkinsinuria;Phosphoglycerate Kinase Deficiency;Phosphoglycerate Dehydrogenase Deficiency;Phosphoglycerate Mutase Deficiency;Homocarnosinosis;Homocystinuria and Methylmalonic Acidemia;Formiminoglutamic Aciduria;Myoadenylate Deaminase Deficiency;Mucolipidoses-III;Mucolipidoses-II;Mucopolysaccharidosis IH/S;Mucopolysaccharidosis IH;Mucopolysaccharidosis IIIA;Mucopolysaccharidosis IIIB;Mucopolysaccharidosis IIIC;Mucopolysaccharidosis IIID;Mucopolysaccharidosis II;Mucopolysaccharidosis IS;Mucopolysaccharidosis IVA;Mucopolysaccharidosis IVB;Mucopolysaccharidosis VII;Mucopolysaccharidosis VI;Metabolic Syndrome;Methionine Malabsorption;Methylmalonic Acidemia;Lysinuria;Lipoamide dehydrogenasee deficieny;Lipoprotein Lipase Deficiency;LCAT Deficiency;Hereditary Xanthinuria;Hereditary Coproporphyria;Hereditary Vitamin D-resistant Rickets;Hereditary Aceruloplasminemia;Familial Apolipoprotein C-II Deficiency;Familial Dysbetalipoproteinemia;Familial Defective ApoB-100;Familial Hyperalphalipoproteinemia;Familial Hypertriglyceridemia;Activation-Induced Cytidine Deaminase Deficiency;Hepatoerythropoietic porphyria;Glycogen Storage Disease 0;Glycogen Storage Disease III;Glycogen Storage Disease IV;Glycogen Storage Disease IX;Glycogen Storage Disease I;Glycogen Storage Disease VI;Glycogen Storage Disease XI;Pseudohypoaldosteronism;Acute Intermittent Porphyria;Glycogen Storage Disease II;Glycogen Storage Disease VII;Glycogen Storage Disease V;Primary Lactase Deficiency;Primary Hypoalphalipoproteinemia;Classic Cystinuria;Hyper Lp(a) lipoproteinemia;Hyperornithinemia-Hyperammonemia-Homocitrullinuria;Hypercystinuria;Hyperoxaluria Type II;Hyperoxaluria Type I;Hypervalinemia;Hyperhydroxyprolinemia;Hyperprolinemia Type II;Hyperprolinemia Type I;Hyperleucine-Isoleucinemia;Hyperuricemia;Autosomal Recessive Hypercholesterolemia;Neuronal ceroid-lipofuscinosis;Erythropoietic Protoporphyria;Congenital Chloridorrhea;Congenital Homocystinuria Syndrome;Congenital Erythropoietic Porphyria;Polygenic Hypercholesterolemia;Multiple Carboxylase/Biotinidase Deficiency;Variegate Porphyria;Hypouricemia;Dibasic Aminoaciduria;Lactate Dehydrogenase Deficiency;Albinism (oculocutaneous);Porphyria Cutanea Tarda;Nonketotic hyperglycinemia-type I;Essential Fructosuria;Essential pentosuria
122	H01638	Neuropathic pain	Neuralgia	M79.2	M	79.2	NO_DATA	NO_DATA	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN134;KMN135;KMN137;KMN138;KMN140;KMN141;KMN142;KMN143;KMN144;KMN145;KMN146;KMN147;KMN148;KMN149;KMN150;KMN151;KMN152	Vipoma;Insulinoma;Glucagonoma;Somatostatinoma Syndrome;Pheochromocytoma;TSH-Secreting Adenomas;Osteochondroma;Lipoma;Hypothalamic Gangliocytoma;Dysplastic gangliocytoma of cerebellum;Schwannoma;Neuroendocrine Tumor;Gonadotropin-Producing Pituitary Adenoma;Polyposis Coli;Myxoma;Pulmonary Lymphangioleiomyomatosis;Leiomyoma
124	H01641	Dry eye desease	Keratoconjunctivitis sicca	H04.1	H	4.1	NO_DATA	NO_DATA	NO_DATA
125	H01642	Renal anemia	NO_DATA	N19	N	19.0	NO_DATA	NO_DATA	NO_DATA
126	H01645	Hyperthyroidism	Thyrotoxicosis	E05	E	5.0	E00-E07	KMN282;KMN283;KMN284;KMN285;KMN286;KMN287;KMN288;KMN289;KMN290;KMN291	X-linked TBG Deficiency;Graves' Disease;Sick Euthyroid Syndrome;Familial Dysalbuminemic Hyperthyroxinemia;Hashimoto's disease;Resistance to Thyroid Hormone;Euthyroid Hyperthyroxinemia;Thyroid Disease;Autoimmune Hypothyroidism;Congenital Hypothyroidism
127	H01646	Major depressive disorder	NO_DATA	F32	F	32.0	F30-F39	KMN575	Depression
128	H01646	Major depressive disorder	NO_DATA	F33	F	33.0	F30-F39	KMN575	Depression
129	H01648	Pemphigus	NO_DATA	L10	L	10.0	NO_DATA	NO_DATA	NO_DATA
130	H01651	Macular edema	NO_DATA	H35.8	H	35.8	H30-H36	KMN703;KMN704;KMN705	Paraneoplastic Retinopathy;Diabetic Proliferative Retinopathy;Gyrate Atrophy of the Choroid and Retina
131	H01652	Seborrheic dermatitis	NO_DATA	L21	L	21.0	NO_DATA	NO_DATA	NO_DATA
132	H01654	Lichen planus	NO_DATA	L43	L	43.0	L40-L45	KMN782	Lymphomatoid Papulosis
133	H01655	Granulomatosis with polyangiitis	Wegener granulomatosis	M31.3	M	31.3	M30-M36	KMN797;KMN798;KMN800;KMN806;KMN809;KMN810	Wegener's Granulomatosis;Goodpasture's Syndrome;Behcet's Syndrome;Anti-Glomerular Basement Membrane Disease;Polymyositis;Dermatomyositis
134	H01657	Nephrotic syndrome	NO_DATA	N04	N	4.0	N00-N08	KMN823;KMN824;KMN825;KMN828;KMN830;KMN831;KMN832;KMN833;KMN835	Light Chain Deposition Disease;Cryoglobulinemia Glomerulopathy;Mesangioproliferative Glomerulonephritis;Focal and Segmental Glomerulosclerosis;Idiopathic Renal-Limited Crescentic Glomerulonephritis;Crescentic Glomerulonephritis;Minimal Change Disease;Membranous Glomerulopathy;Thin Basement Membrane Nephropathy
135	H01662	Generalized anxiety disorder	Anxiety neurosis	F41.1	F	41.1	NO_DATA	NO_DATA	NO_DATA
136	H01664	Panic disorder	NO_DATA	F41.0	F	41.0	NO_DATA	NO_DATA	NO_DATA
