ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count	HMDB_ChEBI	HMDB_ChEBI_count	keymolnet_id
H01652	Seborrheic dermatitis	D012628	NO_DATA	L21	EA81	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone butyrate;Prednisolone;Ketoconazole;Selenium sulfide;Ciclopirox;Methylprednisolone;Cortisone acetate	D00975;D00088;D01619;D00472;D00351;D05815;D03488;D00407;D00973	DB01234;DB00741;DB00860;DB01026;DB00971;DB01188;DB00959;DB01380	2392-39-4;50-23-7;13609-67-1;50-24-8;65277-42-1;7488-56-4;29342-05-0;83-43-2;50-04-4	4462;17650;31674;8378;47519;NA;453011;6888;3897	0.0	0.0	8.0	NO_DATA	0.0	NO_DATA
H01654	Lichen planus	D008010	NO_DATA	L43	EA91	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Triamcinolone hexacetonide;Methylprednisolone acetate	D00985;D00979	DB00620;DB00959	5611-51-8;53-36-1	9670;6889	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
H01655	Granulomatosis with polyangiitis	D014890	NO_DATA	M31.3	4A44.A1	NO_DATA	Wegener granulomatosis	NO_DATA	NO_DATA	NO_DATA	Rituximab	D02994	DB00073	174722-31-7	NO_DATA	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01657	Nephrotic syndrome	D009404	256300;600995;610725;256370;614199;614196;615008;615244;615573;615861;616730;616892;616893;617575;617609;617783;618176;618177;618178;301028;618594	N04	GB41	NO_DATA	NO_DATA	hsa03013 RNA transport;hsa04151 PI3K-Akt signaling pathway	PDCN;PLCE1;PTPRO;ARHGDIA;COQ8B;LAMB2;NUP205;TBC1D8B;NUP107;NUP85;AVIL;SGPL1;NPHS1;NUP133;NUP160;KANK2;DGKE;EMP2;NUP93;MAGI2;WT1	Q9BW27;P54851;Q7Z4B3;O95470;O60500;P52565;Q16827;A1L4Q0;P57740;Q9P212;Q6PI38;Q8WUM0;Q9NP85;Q96D53;O75366;Q12769;P19544;P52429;V9HWE8;Q63ZY3;Q8N1F7;Q86UL8;Q0IIM8;P55268;Q92621	Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Chlorothiazide sodium;Chlorthalidone;Metolazone;Bumetanide;Ethacrynic acid;Spironolactone;Spironolactone and hydrochlorothiazide;Methylprednisolone;Corticotropin;Cyclophosphamide	D00983;D00292;D00975;D00088;D00978;D00472;D00981;D03471;D00272;D00431;D00247;D00313;D00443;D10270;D00407;D00146;D00287	DB00620;DB01234;DB01234;DB00741;DB00860;DB00860;DB00880;DB00310;DB00524;DB00887;DB00903;DB00421;DB00959;DB01285;DB00531	76-25-5;50-02-2;2392-39-4;50-23-7;125-04-2;50-24-8;125-02-0;7085-44-1;77-36-1;17560-51-9;28395-03-1;58-54-8;52-01-7;NA;83-43-2;9002-60-2;6055-19-2	71418;41879;4462;17650;5782;8378;8379;NA;3654;64354;3213;4876;9241;NA;6888;3892;4026	25.0	21.0	15.0	NO_DATA	0.0	NO_DATA
H01662	Generalized anxiety disorder	D001008	NO_DATA	F41.1	6B00	NO_DATA	Anxiety neurosis	NO_DATA	NO_DATA	NO_DATA	Phenobarbital sodium;Diazepam;Clorazepate dipotassium;Alprazolam;Buspirone hydrochloride;Paroxetine hydrochloride;Paroxetine mesylate;Escitalopram oxalate;Venlafaxine hydrochloride;Duloxetine hydrochloride;Perphenazine and amitriptyline hydrochloride	D00701;D00293;D00694;D00225;D00702;D05374;D05375;D02567;D00821;D01179;D10294	DB00829;DB00628;DB00404;DB00490;DB00715;DB00715;DB01175;DB00285;DB00476	57-30-7;439-14-5;57109-90-7;28981-97-7;33386-08-2;78246-49-8;217797-14-3;219861-08-2;99300-78-4;136434-34-9;NA	8070;49575;3762;2611;3224;7944;NA;NA;9944;31526;NA	0.0	0.0	9.0	NO_DATA	0.0	NO_DATA
H01664	Panic disorder	D016584	167870	F41.0	6B01	NO_DATA	NO_DATA	NO_DATA	COMT;PAND1	P21964	Clonazepam;Alprazolam;Fluoxetine hydrochloride;Paroxetine hydrochloride hemihydrate;Paroxetine hydrochloride;Paroxetine mesylate;Sertraline hydrochloride;Venlafaxine hydrochloride	D00280;D00225;D00823;D02260;D05374;D05375;D00825;D00821	DB01068;DB00404;DB00472;DB00715;DB00715;DB00715;DB01104;DB00285	1622-61-3;28981-97-7;56296-78-7;NA;78246-49-8;217797-14-3;79559-97-0;99300-78-4	3756;2611;5119;NA;7944;NA;9124;9944	1.0	2.0	8.0	545959;846276	2.0	NO_DATA
H01665	Primary peritoneal carcinoma	D010534	NO_DATA	C48.1	2C51	NO_DATA	NO_DATA	NO_DATA	BRCA1	P38398	Bevacizumab;Niraparib tosilate hydrate	D06409;D11895	DB00112	216974-75-3;1613220-15-7	NA;NA	1.0	1.0	1.0	NO_DATA	0.0	NO_DATA
H01668	Neoplastic meningitis	D008581	NO_DATA	G03	8E40.0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Cytarabine	D00168	DB00987	147-94-4	28680	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01669	Secondary hyperparathyroidism	D006962	NO_DATA	E21.1	5A51.1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Calcifediol;Cinacalcet hydrochloride;Doxercalciferol;Etelcalcetide hydrochloride	D00122;D03505;D01009;D10677	DB00146;DB01012	63283-36-3;364782-34-3;54573-75-0;1334237-71-6	NA;48391;4712;NA	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
H01670	Social anxiety disorder	D010698	NO_DATA	F40.1;F93.2	6B04	NO_DATA	Social phobia	NO_DATA	NO_DATA	NO_DATA	Paroxetine hydrochloride hemihydrate;Paroxetine hydrochloride;Sertraline hydrochloride;Venlafaxine hydrochloride	D02260;D05374;D00825;D00821	DB00715;DB00715;DB01104;DB00285	NA;78246-49-8;79559-97-0;99300-78-4	NA;7944;9124;9944	0.0	0.0	4.0	NO_DATA	0.0	NO_DATA
H01672	Juvenile idiopathic arthritis	D001171	604302;618795	M08	FA24	NO_DATA	NO_DATA	hsa05323  Rheumatoid arthritis	IL1B;TNFRSF11A;ATP6V0E2;HLA-DQB1;ATP6V1G1;ATP6V0B;HLA-DMB;ATP6V0A1;IGH;CD86;CCL5;IL11;ATP6V0A4;CD28;CXCL3;TNFSF13B;VEGFA;CD80;ATP6V0C;HLA-DPA1;CXCL6;CXCL12;HLA-DPB1;ATP6V0D1;TNF;CSF1;IL23A;IL17A;TGFB3;PTH;HLA-DRB3;ATP6AP1;ATP6V0D2;ATP6V1G2;TEK;CCL3L3;CXCL8;CTLA4;FLT1;CTSL;ATP6V1C2;ANGPT1;TCIRG1;HLA-DRB1;ATP6V1G3;IL15;ATP6V1F;HLA-DQA2;ITGAL;ATP6V1E2;TGFB2;IL6;ATP6V1H;CCL20;TLR4;TNFSF11;FOS;ATP6V1E1;CTSK;MMP1;MIF;ATP6V1C1;JUN;CXCL2;ATP6V1B2;TGFB1;IL1A;CCL2;CXCL1;IFNG;CCL3L1;ATP6V0A2;CCL3;TLR2;LACC1;LTB;ATP6V1D;ACP5;ICAM1;CXCL5;HLA-DOB;HLA-DQA1;MMP3;ATP6V1A;ITGB2;HLA-DRB5;HLA-DMA;HLA-DOA;ATP6V0E1;HLA-DRB4;TNFSF13;ATP6V1B1;CSF2;HLA-DRA;IL18	A0A140VKA8;A0A140VK65;P10147;A0A1V0E3R0;O75348;P01903;I4EC15;P27449;A0A0G2JMH6;A0A1V0E3Q4;P61812;X5CF87;Q96LB4;P07711;P10747;A0A1V0E3R8;P01579;P38606;Q5STB2;A0A024R991;A0A1V0E3P8;Q5T9Y4;P13762;A0A1V0E3R6;O15342;Q53X12;O75888;A0A1V0E3S6;P61421;P33681;A0A1V0E3P3;P28068;A0A1V0E3P0;D0EI67;P08254;Q9Y6Q6;Q9Y275;A0A1V0E3Q6;P48061;P19876;A0A494C0X7;X5CKE2;A0A1V0E3Q1;X5D2U9;A0A024R276;A0A384MEK5;A4D1K0;P40933;Q30154;Q9Y5K8;A0A1V0E3S0;P01137;Q8NEY4;A0A1V0E3N7;A0A499FJK2;A0A024R0A1;Q76NI6;Q59HG2;Q5QNS2;P19875;Q14116;Q9UI12;A0A0S2Z4S4;A0A1V0E3S7;A0A024RD33;P20809;O95670;O14788;A0A1V0E3N1;A0N0P2;P01906;P15313;A0A1V0E3P6;P16619;A0A1V0E3R4;A0A1V0E3P1;P01583;P04141;P13500;A0A1V0E3P9;A0A1V0E3M7;B2RAL6;A0A384MQW4;A0A1V0E3S4;A0A024R883;A0A173ADG5;A0A024R683;P05107;A0A1V0E3R3;A0A1V0E3Q2;Q75MH2;P79483;Q99437;P01375;P05231;I4AY87;Q6NVJ2;Q06643;A0A024R5E5;A0N0R1;A0A1V0E3Q8;P04440;A0A2Z4LKS3;A0A024R7U9;P42081;P01584;P20036;P01909;Q96A05;P78556;P42830;Q8IV20;P16410;A0A1V0E3N6;P21281;P01100;P43235;B4DVM1;A0A1V0E3Q7;Q02763;Q5STB3;Q93050;P09603;P21283;P10145;A0A4D6G1L1;Q8NHE4;A0A1V0E3T1;B3KWR9;P20701;Q6FG41;A0A024R9I0;P17948;A0A0U5J7Q1;Q5Y7D1;P13686;Q31604;Q6ICR9;P14174;Q6I9S7;P01920;P36543;P01270;A0A024RDD9;A0A1V0E3P2;P10600;Q13488;A0A024R791;A8K3F7;P15692;Q16864;P09341;Q5Y7D3;Q9NPF7;P06340;P05362;Q15904;A0A1V0E3Q5;P05412;P13501;O60603;Q59EG9;Q8MH44;Q16552;A0A1V0E3N3;A0A024RDA5;A0A1V0E3Q3;P80162;A8K632;Q8N8Y2;Q15389;P01911;A0A024R7F8;P03956;Q9HBG4;Q9Y487;O00206;L7RSL3;P13765;A5YM40;Q53Y06;Q53G95	Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Sulfasalazine;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Naproxen;Naproxen sodium;Corticotropin;Cortisone acetate;Methotrexate;Methotrexate sodium;Celecoxib;Abatacept;Etanercept;Adalimumab;Tocilizumab;Canakinumab;Oxaprozin;Naproxen and esomeprazole magnesium	D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00448;D00407;D00751;D00979;D00118;D00970;D00146;D00973;D00142;D02115;D00567;D03203;D00742;D02597;D02596;D09315;D00463;D11576	DB00620;DB01234;DB01234;DB00741;DB00860;DB00860;DB00635;DB00795;DB00959;DB00959;DB00959;DB00788;DB01285;DB01380;DB00563;DB00563;DB00482;DB01281;DB00005;DB00051;DB00991	76-25-5;50-02-2;2392-39-4;50-23-7;125-04-2;50-24-8;125-02-0;NA;599-79-1;83-43-2;2375-03-3;53-36-1;22204-53-1;26159-34-2;9002-60-2;50-04-4;59-05-2;15475-56-6;169590-42-5;332348-12-6;185243-69-0;331731-18-1;375823-41-9;914613-48-2;21256-18-8;NA	71418;41879;4462;17650;5782;8378;8379;NA;9334;6888;6890;6889;7476;7477;3892;3897;44185;NA;41423;NA;4875;NA;NA;NA;7822;NA	182.0	95.0	21.0	NO_DATA	0.0	NO_DATA
H01680	Chronic pancreatitis	D050500	167800	K86.1	DC32	NO_DATA	NO_DATA	NO_DATA	CTRC;SPINK1;PRSS2;CFTR;PRSS1	P07478;P07477;P13569;Q99895;P00995	Pancrelipase	D05349	DB00085	53608-75-6	NO_DATA	5.0	5.0	1.0	NO_DATA	0.0	NO_DATA
H01694	Stevens-Johnson syndrome	D013262	608579	L51.1;L51.2	EB13	NO_DATA	Toxic epidermal necrolysis;Lyell syndrome	NO_DATA	HLAA;HLAB;HLA-A;HLA-B	P01889;P04439;Q5SUL5;E5FQ95;P01893	Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Corticotropin;Cortisone acetate	D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00407;D00751;D00979;D00146;D00973	DB00620;DB01234;DB01234;DB00741;DB00860;DB00860;DB00635;DB00959;DB00959;DB00959;DB01285;DB01380	76-25-5;50-02-2;2392-39-4;50-23-7;125-04-2;50-24-8;125-02-0;NA;83-43-2;2375-03-3;53-36-1;9002-60-2;50-04-4	71418;41879;4462;17650;5782;8378;8379;NA;6888;6890;6889;3892;3897	5.0	4.0	12.0	NO_DATA	0.0	NO_DATA
H01695	Erythema multiforme	D004892	NO_DATA	L51.9	EB12	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Methylprednisolone;Methylprednisolone sodium succinate;Corticotropin;Cortisone acetate	D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00407;D00751;D00146;D00973	DB00620;DB01234;DB01234;DB00741;DB00860;DB00860;DB00959;DB00959;DB01285;DB01380	76-25-5;50-02-2;2392-39-4;50-23-7;125-04-2;50-24-8;125-02-0;83-43-2;2375-03-3;9002-60-2;50-04-4	71418;41879;4462;17650;5782;8378;8379;6888;6890;3892;3897	0.0	0.0	10.0	NO_DATA	0.0	NO_DATA
H01699	Isolated TSH deficiency	C536917	275100	E23.0	5A61.4	NO_DATA	NO_DATA	NO_DATA	TSHB	P01222	Paricalcitol	D00930	DB00910	131918-61-1	7931	1.0	1.0	1.0	NO_DATA	0.0	NO_DATA
H01703	Eating Disorders	D001068	606788;610269	F50	6B8Y	NO_DATA	NO_DATA	NO_DATA	AGRP;HTR2A;BDNF;OPRD1;ANON1;HTR1D;GHRL	P28223;O00253;Q9UBU3;P28221;P23560;A0A0E3SU01;P41143;C6SUN5	Fluoxetine hydrochloride;Lisdexamfetamine dimesylate	D00823;D04747	DB00472	56296-78-7;608137-33-3	5119;NA	8.0	7.0	1.0	17650;16411;17015;18332;18258;30832;89627;741548;17859;70984;9300;16238;17621	13.0	NO_DATA
H01709	Glucocorticoid-induced osteonecrosis	D005271	NO_DATA	M87.1	FB81.2	NO_DATA	NO_DATA	NO_DATA	SERPINE1;VEGF;HSD11B2;COL2A1;ABCB1;NR3C1	A0A024QYT5;P04150;A0A024RD33;P02458;P08183;A4D1D2;P80365;P15692;F1D8N4;P05121	Alendronate sodium;Risedronate sodium;Sodium risedronate hydrate;Risedronate sodium monohydrate;Zoledronic acid	D00939;D00942;D03234;D11570;D01968	DB00630;DB00884;DB00884;DB00399	121268-17-5;115436-72-1;NA;353228-19-0;165800-06-6	2566;8868;NA;NA;NA	10.0	6.0	4.0	NO_DATA	0.0	NO_DATA
H01714	Chronic obstructive pulmonary disease (COPD)	D029424	606963	J43;J44	CA22	NO_DATA	Emphysema	NO_DATA	HMOX1;SERPINA1;COPD;MMP1	Q6FH11;P09601;P03956;P01009;E9KL23;Q53G95	Glycopyrrolate;Prednisolone sodium phosphate;Prednisone;Salmeterol xinafoate and fluticasone propionate;Ipratropium bromide;Metaproterenol sulfate;Terbutaline sulfate;Salmeterol xinafoate;Formoterol fumarate;Formoterol fumarate hydrate;Indacaterol maleate;Olodaterol hydrochloride;Budesonide and formoterol fumarate dihydrate;Fluticasone furoate and vilanterol trifenatate;Albuterol sulfate and ipratropium bromide;Umeclidinium bromide and vilanterol;Glycopyrronium bromide and indacaterol maleate;Tiotropium and olodaterol;Glycopyrrolate and formoterol;Fluticasone furoate, umeclidinium bromide and vilanterol;Tiotropium bromide hydrate;Aclidinium bromide;Umeclidinium bromide;Revefenacin;Aminophylline hydrate;Aminophylline dihydrate;Theophylline and dextrose;Roflumilast;Acetylcysteine;Arformoterol tartrate;Aclidinium bromide and formoterol fumarate	D00540;D00981;D00473;D08699;D02212;D00685;D00688;D00687;D01373;D05277;D09319;D10020;D09595;D10501;D10256;D10533;D10505;D10744;D11036;D11035;D01929;D08837;D10181;D10978;D05429;D11630;D10297;D05744;D00221;D02981;D11857	DB00986;DB00860;DB00635;DB00332;DB00816;DB00871;DB00938;DB00983;DB00983;DB01223;DB01656;DB06151	596-51-0;125-02-0;NA;NA;22254-24-6;5874-97-5;23031-32-5;94749-08-3;43229-80-7;NA;753498-25-8;869477-96-3;NA;NA;NA;NA;NA;NA;NA;NA;411207-31-3;320345-99-1;869113-09-7;864750-70-9;NA;5897-66-5;NA;162401-32-3;616-91-1;200815-49-2;NA	5494;8379;NA;NA;5957;83332;9450;9012;31633;NA;68573;83309;NA;NA;NA;NA;90962;NA;NA;NA;32230;65344;79040;NA;NA;NA;NA;47657;28939;NA;NA	6.0	4.0	12.0	NO_DATA	0.0	NO_DATA
H01717	Optic neuritis	D009902	NO_DATA	H46	9C40.1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Dexamethasone sodium phosphate;Hydrocortisone;Prednisolone;Methylprednisolone;Corticotropin;Cortisone acetate	D00975;D00088;D00472;D00407;D00146;D00973	DB01234;DB00741;DB00860;DB00959;DB01285;DB01380	2392-39-4;50-23-7;50-24-8;83-43-2;9002-60-2;50-04-4	4462;17650;8378;6888;3892;3897	0.0	0.0	6.0	NO_DATA	0.0	NO_DATA
H01742	Coronary artery disease	D003324	608320;610947;607339;608901;614466;610938	I25.1	BA80	NO_DATA	NO_DATA	NO_DATA	CD36;KALRN;MEF2A;LRP6;CHDS1;CX3CR1;MMP3	P16671;O75581;Q02078;A0A0S2Z4N0;A4D1B1;O60229;P08254;P49238	Nitroglycerin;Niacin;Amlodipine benzoate;Perindopril erbumine;Amlodipine besilate and atorvastatin calcium	D00515;D00049;D11881;D00624;D08488	DB00727;DB00627;DB00790	55-63-0;59-67-6;NA;107133-36-8;NA	28787;15940;NA;8025;NA	8.0	7.0	3.0	NO_DATA	0.0	NO_DATA
H01763	Porphyria	D017092;D017094	177000;263700;176000;176100;176200;121300;125270;300752	E80	5C58.1	NO_DATA	NO_DATA	NO_DATA	PPOX;ALAD;UROD;ALAS2;HMBS;CPOX;HFE;UROS;FECH	Q6ZMU0;P22557;Q7KZA3;P10746;P06132;A0A140VJL9;A0A0S2Z4T8;P13716;P22830;Q30201;P08397;P36551;P50336	Hemin;Chlorpromazine hydrochloride	D10003;D00789	DB00477	16009-13-5;69-09-0	NA;3649	13.0	9.0	1.0	15430;17381;28421;27484;17549;29034;17381;27609;28421;89912;17549;28421;89912;27609;28421;89912	16.0	NO_DATA
H01785	Tricuspid atresia	D018785	605067	Q22.4	LA89.1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Alprostadil	D00180	DB00770	745-65-3	15544	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01802	Pulmonary atresia with intact ventricular septum	C562832	265150	Q25.5	LA8A.10	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Alprostadil	D00180	DB00770	745-65-3	15544	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01803	Pulmonary atresia with ventricular septal defect	D018633	178370	Q21.3	LA88.2	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Alprostadil	D00180	DB00770	745-65-3	15544	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01813	Lennox-Gastaut syndrome	D065768	606369	G40.4	8A62.1	NO_DATA	NO_DATA	NO_DATA	MAPK10	P53779;A0A286YF97	Clonazepam;Rufinamide;Lamotrigine;Topiramate;Cannabidiol;Clobazam	D00280;D05775;D00354;D00537;D10915;D01253	DB01068;DB00555;DB00273;DB00349	1622-61-3;106308-44-5;84057-84-1;97240-79-4;13956-29-1;22316-47-8	3756;NA;6367;63631;NA;31413	2.0	1.0	4.0	NO_DATA	0.0	NO_DATA
H01862	Hypoparathyroidism	D007011	146200	E20	5A50	NO_DATA	NO_DATA	NO_DATA	PTH;GCM2	P01270;O75603	Calcitriol;Parathyroid hormone	D00129;D05364	DB00136	32222-06-3;68893-82-3	17823;NA	2.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H01873	Obliterative bronchiolitis	D001989	NO_DATA	J44.8	CA26.0;CA22.1	NO_DATA	Bronchiolitis obliterans	NO_DATA	NO_DATA	NO_DATA	Prednisolone sodium phosphate	D00981	DB00860	125-02-0	8379	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H01895	Attention deficit hyperactivity disorder (ADHD)	D001289	143465;613003	F90.0	6A05	NO_DATA	NO_DATA	NO_DATA	DRD4;DRD5;ADHD2;ADHD1;TPH2;ADHD3;ADHD4	P21918;P21917;Q8IWU9	Guanfacine hydrochloride;Viloxazine hydrochloride;Amfetamine;Amphetamine sulfate;Dextroamphetamine sulfate;Methamphetamine hydrochloride;Methylphenidate;Methylphenidate hydrochloride;Atomoxetine hydrochloride;Dexmethylphenidate hydrochloride;Lisdexamfetamine dimesylate;Amphetamine aspartate, amphetamine sulfate, dextroamphetamine saccharate and dextroamphetamine sulfate;Serdexmethylphenidate and dexmethylphenidate	D00606;D02572;D07445;D02074;D02078;D02242;D04999;D01296;D02574;D03721;D04747;D11624;D11989	DB01018;DB00182;DB00422;DB00422;DB00289	29110-48-3;35604-67-2;300-62-9;60-13-9;51-63-8;51-57-0;113-45-1;298-59-9;82248-59-7;19262-68-1;608137-33-3;NA;NA	5559;NA;2679;51063;51064;NA;6887;31836;331697;NA;NA;NA;NA	3.0	7.0	5.0	18397	1.0	NO_DATA
H01901	Barrett esophagus	D001471	614266	K22.7	DA23	NO_DATA	NO_DATA	NO_DATA	CTHRC1;ASCC1;MSR1	Q8N9N2;P21757;Q96CG8	Porfimer sodium	D03327	DB00707	87806-31-3	NO_DATA	3.0	3.0	1.0	NO_DATA	0.0	NO_DATA
H01940	Glycogen storage disease type II	D006009	232300	E74.0	5C51.3	NO_DATA	Pompe disease	NO_DATA	GAA	P10253	Alglucosidase alfa	D03207	DB01272	420784-05-0	NO_DATA	1.0	1.0	1.0	NO_DATA	0.0	NO_DATA
H02018	Central precocious puberty	C562787	176400;615346	E30.1	5A60.3	NO_DATA	NO_DATA	NO_DATA	KISS1R;MKRN3	Q969F8;Q13064	Leuprolide acetate;Triptorelin pamoate;Histrelin acetate	D00989;D06248;D02116	DB00007	74381-53-6;124508-66-3;NA	63597;NA;63530	2.0	2.0	1.0	NO_DATA	0.0	NO_DATA
H02027	Male hypogonadism	D007006	300068;312300;201710;238320;202110;201810;264300;201750;264600;270400;613743;160900;602668;262400;612781;173100;262650;262500;262600;262700;307200;312000;608747;613038;221750;163950;609942;610733;611553;613224;613706;151100;611554;613707;607721;613563;162200;101000;601321;611431;115150;218040;193520;162210;615355;308700;147950;244200;610628;612370;612702;146110;614837;614838;614839;614840;614841;614842;228300;614858;614880;614897;615266;615267;615269;615270;615271;616030;275100;176270	E23.0;E29.1;Q56	5A81.1	NO_DATA	NO_DATA	NO_DATA	KISS1R;FLRT3;SPRY4;SRD5A2;SOS1;PTPN11;IL17RD;CYP11A1;NF1;IGF1;BTK;NRAS;DUSP6;FGF17;LHCGR;SEMA3A;BRAF;GH1;PROK2;KISS1;GNRH1;SPRED1;LHX4;HSD3B2;HSD17B3;TSHB;CNBP;FGF8;TACR3;HS6ST1;POU1F1;LHB;RIT1;TAC3;NSMF;CBL;ANOS1;DMPK;NF2;GHR;PROP1;PROKR2;GNRHR;HRAS;POR;AR;CYP17A1;STAR;RAF1;WDR11;FEZF1;LHX3;SNRPN;NDN;SHOC2;FGFR1;KRAS;DHCR7	P49675;P26439;P11362;Q7Z699;Q9NZU0;P04049;Q92963;A0PJY2;P01229;P29371;Q07889;P01112;P23352;P22888;Q6X4W1;P28069;P16435;P05019;Q9BZH6;P01116;Q9UQ13;P01222;P63162;Q09013;P10912;Q9UBM7;P10275;Q14563;Q9UBR4;P22681;P55075;Q06187;P21359;Q9UHF0;O60243;P31213;Q99608;Q9HC23;P35240;Q8NFJ6;Q969F8;Q8NFM7;P15056;Q9C004;Q06124;P62633;Q969G2;P30968;P05093;P01148;Q16828;P01111;Q15726;P37058;O60258;P05108;P01241;O75360	Fluoxymesterone	D00327	DB01185	76-43-7	5120	58.0	58.0	1.0	27584;16422;17650;28689;16469;17347;17252;29103;29101;805752;16814;16973;27584;17650;16469;17347;29103;16814;17066;16422;17650;28689;15903;16469;17347;18332;18258;28750;17252;17996;29103;29101;16814;17026;17933;17650;16113;28689;28750;17252;17026;17759;16113;17710;89982;27584;16422;17650;28689;15903;17347;16581;28750;17252;29103;29101;17026;16330;18332;17347;42534	61.0	NO_DATA
H02410	Myelodysplastic/myeloproliferative neoplasms	D054437	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	RUNX1;EZH2;PTPN11;CEBPA;TET2;NF1;U2AF1;NRAS;IDH1;DNMT3A;IDH2;SF3B1;SRSF2;JAK2;CBL;SETBP1;ZRSR2;ASXL1;KRAS;CSF3R	O75533;Q9Y6K1;Q15696;Q01081;Q01130;P01116;I1SRC5;Q53FN0;P48735;B4DGZ4;Q5U091;Q6N021;A0A158SIU0;O60674;P22681;P21359;O75874;Q9Y6X0;P49715;Q06124;Q8IXJ9;A0A024R3Y6;L7RSL8;Q01196;Q15910;A0A024R8U5;Q99062;P01111	Imatinib mesylate	D01441	DB00619	220127-57-1	31690	28.0	20.0	1.0	NO_DATA	0.0	NO_DATA
H02421	Solid tumor	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Dactinomycin;Larotrectinib sulfate;Entrectinib;Pembrolizumab	D00214;D11138;D10926;D10574	DB00970	50-76-0;1223405-08-0;1108743-60-7;1374853-91-4	27666;NA;NA;NA	0.0	0.0	1.0	NO_DATA	0.0	NO_DATA
H02429	Actinic keratosis	D055623	148390	L57.0	EK90.0	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Imiquimod;Ingenol mebutate;Tirbanibulin;Aminolevulinic acid hydrochloride	D02500;D09393;D11691;D02908	DB00724;DB00855	99011-02-6;75567-37-2;897016-82-9;5451-09-2	NA;66913;NA;132969	0.0	0.0	2.0	NO_DATA	0.0	NO_DATA
