ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count
H00011	Lymphoplasmacytic lymphoma	NO_DATA	NO_DATA	C83.8;C88.0	2A85.4	NO_DATA	NO_DATA	NO_DATA	Pax5-IgH	Q02548	Ibrutinib;Ibritumomab tiuxetan	D10223;D04489	DB00078	936563-96-1;206181-63-7	76612;NA	1.0	1.0	1.0
H00012	Polycythemia vera	D011087	NO_DATA	D45	2A20.4	NO_DATA	NO_DATA	NO_DATA	JAK2	O60674	Ruxolitinib phosphate;Sodium phosphate P 32	D09960;D05870	NO_DATA	1092939-17-7;7635-46-3	66917;NA	1.0	1.0	0.0
H00013	Small cell lung cancer	D055752	NO_DATA	C34	2C25.1	NO_DATA	NO_DATA	hsa05222  Small cell lung cancer	GADD45B;CHUK;AKT3;LAMC1;LAMB3;CASP3;PIK3CD;LAMC3;GADD45G;BIRC7;GADD45A;TRAF6;POLK;PIK3R2;RAR-beta;NOS2;CDKN2B;Bcl-2;TRAF3;CCNE1;ITGA6;PIK3R3;BIRC3;BAX;CDKN1A;PIK3CA;COL4A1;PIK3R1;ITGA2;SKP2;LAMA1;ZBTB17;COL4A4;RXRA;RXRG;COL4A5;PTEN;CCND1;LAMB1;CASP9;c-MYC;FHIT;p53;RXRB;DDB2;TRAF2;E2F1;TRAF5;CDK6;BCL2L1;TRAF1;LAMA2;BIRC2;RELA;COL4A2;RARB;ITGA2B;MYC;IKBKB;CDK2;COL4A3;AKT1;ITGAV;PTGS2;BCL2;ITGA3;LAMC2;CDKN1B;PIK3CB;LAMA5;COL4A6;BAK1;XIAP;CYCS;FN1;IKBKG;LAMA3;NFKB1;E2F3;LAMB2;MAX;PTK2;CKS1B;TP53;APAF1;RB1;AKT2;CCNE2;CDK4;CKS2;TRAF4;LAMB4;NFKBIA;LAMA4;ITGB1;E2F2	A0A024QZ59;P08514;Q13753;L7RXH0;P17301;A0A2X0SFG1;P11047;A0A0S2Z391;A0A0A0MQS9;A0A0S2Z3R6;B7ZMJ6;P24941;A0A024R366;A0A024RCX5;P25391;A0A024RDV3;Q6P3U7;O00459;F1D8Q5;P61024;Q13077;Q9Y4K3;P55211;Q9UBT6;Q59H37;Q59GM6;A0A024RB77;Q5T178;P11802;Q96CA5;Q13114;Q6FI00;Q6I9V6;P26006;Q9Y6K9;Q00534;P04637;A0A2K8FKV1;P35228;P29400;F6KD01;A0A024RAP4;P05556;O15230;O95257;P48443;O15111;P42336;Q8TAS6;P42338;P46527;A0A0S2Z3C5;A4D0S4;P99999;Q5STP9;P25963;Q13751;Q8N381;A0A024R2B3;P24043;P55268;Q16611;O00463;P31751;Q49AM6;Q6NVY8;Q13309;P23229;Q658W2;P02751;Q16363;O75293;O14920;Q13490;P08572;Q9Y6N6;P07942;P42772;Q8N2D6;Q16787;P38936;K7PPA8;P27986;Q04206;A0A024RBB6;Q9BUZ4;P31749;P61244;Q9Y243;O96020;P42574;K7PPU3;Q12933;Q6MZM7;Q13489;Q9BSD8;Q13105;P19793;P19838;P98170;O14727;Q01955;Q01094;A7MBN3;Q53GA5;P60484;P10826;Q9UQS6;A0A024R069;Q4LE51;A0A024R8H5;P06756;F1D8Q7;P33552;A0A024R9B0;P01106;Q92466;P06400;Q05397;P53420;P02462;Q8TAX8;A0A140VJM0;P24385;P24864;B4DTV7;Q14031;Q14209;P49789;O00716;Q07812;B0LPE5;A0A024RDW8;Q07817;P35354;P10415;O00329;G4XXL9;Q92569;P24522;P28702	Methotrexate sodium;Etoposide;Etoposide phosphate;Topotecan hydrochloride;Nivolumab;Pembrolizumab;Durvalumab;Atezolizumab;Lurbinectedin;Trilaciclib dihydrochloride	D02115;D00125;D04107;D02168;D10316;D10574;D10808;D10773;D11644;D11987	DB00563;DB00773;DB00773;DB01030	15475-56-6;33419-42-0;117091-64-2;119413-54-6;946414-94-4;1374853-91-4;1428935-60-7;1380723-44-3;497871-47-3;NA	NA;4911;NA;NA;NA;NA;NA;NA;NA;NA	141.0	96.0	4.0
H00014	Non-small cell lung cancer	D002289	NO_DATA	C34	2C25.0;2C25.2;2C25.3	NO_DATA	NO_DATA	hsa05223  Non-small cell lung cancer	PLCG2;GADD45B;PRKCG;AKT3;PIK3CD;RET;GADD45G;GADD45A;KIF5C;POLK;PIK3R2;RAR-beta;PIK3R3;BAX;CDKN1A;PIK3CA;ERBB2;PIK3R1;CD74-ROS1,SLC34A2-ROS1;K-ras;MAP2K2;RXRA;RXRG;PRKCB;CCND1;STAT5A;CASP9;FHIT;EGFR;p53;HRAS;RXRB;DDB2;E2F1;PDPK1;CDK6;RASSF5;KIF5B;KRAS;HGF;RARB;SOS1;ALK;EML4-ALK;ARAF;TGFA;STK4;BRAF;AKT1;KIF5B-RET;EML4;PIK3CB;MET;BAD;FOXO3;BAK1;SOS2;MAPK1;RASSF1;E2F3;MAPK3;NRAS;GRB2;PRKCA;PLCG1;KIF5A;TP53;p16/INK4A;RB1;STAT3;STAT5B;EGF;AKT2;CDK4;RAF1;MAP2K1;CDKN2A;E2F2;JAK3	L7RSM7;P04049;A0A2X0SFG1;Q4LE43;P10398;A0A0S2Z391;Q9HC35;A0A024R562;A0A024R366;P08581;A0A024RCX5;V9HW29;P42771;O15530;P52333;A0A024RDV3;Q6P3U7;O00459;A8K6I5;F1D8Q5;Q9UBT6;P55211;P17252;P11802;Q6FI00;P42229;P14210;Q00534;P04637;A0A2K8FKV1;Q13043;P33176;A0A024R7T2;A0A024R178;A0A024RAP4;Q7Z727;P27361;Q12840;O95257;P48443;P42336;P42338;P04626;Q5U091;Q6P164;O43524;Q5STP9;Q8N381;P36507;P28482;Q16611;P08922;L7RXH5;L7RSL8;P16885;A4QPA9;P31751;L7RRS6;P05129;O60282;P15056;K7PML8;P01133;P40763;Q07889;O75293;Q9UM73;Q02750;I1SRC5;B0LPF3;P05771;P07949;A0A024R7M7;Q504U8;A8K5F3;B6D4Y2;P38936;Q499G7;K7PPA8;Q9NS23;P27986;A0A024RBB6;P31749;Q9Y243;P19174;X5DNK3;Q9BSD8;P19793;Q01094;P01112;Q8WWW0;Q53GA5;P01135;P10826;P01116;Q4LE51;Q07890;A0A024R759;Q92934;P51692;P00533;F1D8Q7;Q59GY7;Q92466;P06400;P62993;Q1HBJ4;P24385;Q59GB8;Q14209;P49789;O00716;Q07812;B0LPE5;F2YGG7;X5D945;A0A384N5W4;O00329;P01111;Q92569;P24522;P28702	Methotrexate sodium;Pemetrexed sodium hydrate;Gemcitabine hydrochloride;Vinorelbine tartrate;Paclitaxel;Docetaxel;Docetaxel;Gefitinib;Erlotinib hydrochloride;Afatinib dimaleate;Osimertinib mesylate;Dacomitinib;Dabrafenib mesylate;Crizotinib;Ceritinib;Alectinib hydrochloride;Brigatinib;Lorlatinib;Trametinib dimethyl sulfoxide;Entrectinib;Capmatinib hydrochloride;Tepotinib hydrochloride;Bevacizumab;Nivolumab;Pembrolizumab;Ramucirumab;Necitumumab;Durvalumab;Atezolizumab;Cemiplimab;Pralsetinib;Selpercatinib	D02115;D06503;D01155;D01935;D00491;D07866;D02165;D01977;D04023;D09733;D10766;D10514;D10104;D09731;D10551;D10450;D10866;D11012;D10176;D10926;D10891;D11073;D06409;D10316;D10574;D09371;D10018;D10808;D10773;D11108;D11712;D11713	DB00563;DB00642;DB00441;DB00361;DB01229;DB01248;DB01248;DB00317;DB00530;DB00112	15475-56-6;NA;122111-03-9;125317-39-7;33069-62-4;114977-28-5;148408-66-6;184475-35-2;183319-69-9;NA;1421373-66-1;1042385-75-0;1195768-06-9;877399-52-5;1032900-25-6;NA;1197953-54-0;1454846-35-5;1187431-43-1;1108743-60-7;1865733-40-9;NA;216974-75-3;946414-94-4;1374853-91-4;947687-13-0;NA;1428935-60-7;1380723-44-3;1801342-60-8;2097132-94-8;2152628-33-4	NA;63723;31647;32296;45863;4672;59809;49668;53509;76003;90948;NA;75048;64310;NA;62268;NA;143117;75991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA	122.0	79.0	10.0
H00015	Malignant pleural mesothelioma	D008654	NO_DATA	C45	2C26	NO_DATA	NO_DATA	NO_DATA	PDGF-A;PDGF-B;p16/CDKN2A;p15/CDKN2B;IGF-1;IGF-R1;NF2;p53	P08069;P35240;K7PML8;P42772;P01127;A0A384NYY3;A0A024R1J8;K7PPU3;P42771;P04085;K7PPA8;P04637;Q53GA5;P05019	Pemetrexed sodium hydrate	D06503	DB00642	NO_DATA	63723	14.0	8.0	1.0
H00016	Oral cancer	D009062	NO_DATA	C00;C01;C02;C03;C04;C05;C06	2B60;2B61;2B62;2B63;2B64;2B65;2B66	NO_DATA	NO_DATA	NO_DATA	c-myc/N-myc;K-ras;N-ras;p16/INK4A;STAT-3;Cyclin D1;EGFR;p53	Q504U8;P24385;P01106;P01116;Q6FI00;I1SRC5;F2YGG7;L7RSL8;K7PML8;P40763;P42771;Q5U091;K7PPA8;P04637;P00533;Q53GA5;P01111	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	17.0	8.0	0.0
H00017	Esophageal cancer	D004938	NO_DATA	C15	2B70	NO_DATA	NO_DATA	NO_DATA	APC;iNOS;p16/INK4A;RB1;FAS;Cyclin D1;COX2;EGFR;p53	Q504U8;P24385;Q6FI00;P04637;F2YGG7;P06400;K7PML8;Q4LE70;P42771;P25445;P35354;K7PPA8;P00533;P35228;Q53GA5;P25054;A0A024RDV3	Floxuridine;Pembrolizumab;Porfimer sodium	D04197;D10574;D03327	DB00322;DB00707	50-91-9;1374853-91-4;87806-31-3	60761;NA;NA	17.0	9.0	2.0
H00018	Gastric cancer	D013274	NO_DATA	C16	2B72.0	NO_DATA	NO_DATA	hsa05226  Gastric cancer	GADD45B;SHC4;AKT3;TCF7L2;FGF9;TGFBR1;TGFBR2;CTNNA1;WNT2B;PIK3CD;FZD8;SHC1;FRAT2;SMAD2;GADD45G;FGF23;MUC2;GADD45A;POLK;PIK3R2;WNT6;TCF7L1;TERT;FGF10;CDKN2B;CSNK1A1;TCF7;WNT8A;FGF3;WNT5B;WNT7A;DVL2;TGFB3;WNT3;CCNE1;SMAD3;PIK3R3;WNT1;FZD3;BAX;CDKN1A;CTNNA2;PIK3CA;LEF1;ERBB2;SHC2;GSK3B;PIK3R1;WNT10A;FZD5;WNT3A;FZD7;FGF5;FZD6;MAP2K2;FGF8;FZD10;RXRA;RXRG;FRAT1;FGF18;FGF7;CCND1;WNT9A;FGF2;WNT10B;EGFR;p53;SHH;HRAS;RXRB;DDB2;E2F1;FGF6;REG4;SHC3;ABCB1;KRAS;AXIN1;HGF;WNT16;FGF19;CDX2;RARB;SOS1;APC2;DVL3;RPS6KB1;ARAF;FGFR2;JUP;CTNNA3;TGFB2;MYC;WNT11;WNT5A;CTNNB1;CDK2;BRAF;AKT1;MTOR;FGF16;FGF21;WNT8B;BCL2;WNT4;APC;FZD9;WNT7B;CDKN1B;PIK3CB;MET;CDH1;FZD4;BAK1;TGFB1;LRP5;FGF20;FGF1;WNT9B;TERC;SOS2;DVL1;WNT2;MAPK1;FZD1;E2F3;MAPK3;FGF4;NRAS;FGF17;CDH17;GRB2;GAB1;MLH1;TP53;RB1;LRP6;EGF;FGF22;AKT2;CCNE2;CSNK1A1L;RAF1;MAP2K1;RPS6KB2;AXIN2;SMAD4;E2F2;FZD2	A0A024R2Q3;P04049;O14641;Q6FI27;P23443;A0A2X0SFG1;P56705;P10398;A0A0S2Z391;Q9UBS0;Q4LE70;O95996;Q9NSA1;P28702;P08620;O75084;Q8N2E5;P61812;P24941;P08581;A0A024RCX5;O76093;Q9ULW2;Q9H1J5;Q9H461;Q9UBV4;Q92529;Q13467;A0A024RDV3;A0A0S2Z487;Q6P3U7;P55075;P21802;F1D8Q5;O00459;Q9UBT6;P49841;Q99626;P36402;A0A024RB77;A0A384MDX3;Q8NBG6;Q8WW10;Q9P0T0;Q6FI00;D9ZGG3;Q9UP38;Q9NQB0;Q6I9V6;P14210;P08183;P05230;P12830;P04637;A0A2K8FKV1;P37173;P56704;O75474;A0A024R178;Q8N752;A0A024RAP4;P35222;P27361;Q12864;P01137;O95257;Q5T7S2;P40692;P42336;P42338;O15520;O75581;P46527;A0A499FJK2;P04626;P42345;A0A0S2Z4R0;Q5U091;B3KQ75;Q9Y6F9;P48729;Q9Y2T1;P98077;Q659G9;Q9HCT0;Q5STP9;A1A515;O14905;O00744;Q8N381;A0A024R2B3;Q14332;P36507;P04628;A0A384NKY7;P28482;Q93097;Q16611;Q15796;L7RXH5;L7RSL8;A4QPA9;Q9GZT5;Q53XR6;P31751;A0A384MDY0;L7RRS6;O14746;A0A024R9E9;P26232;P10767;P41221;P15056;Q13485;Q9NPG1;P84022;P36897;P09544;O95750;Q9HCS4;P09038;P01133;Q9UI47;P12034;A4D1D2;Q07889;O75293;O00755;Q02750;P48443;I1SRC5;B0LPF3;P31371;Q93098;P42772;A0A2K8FR47;Q504U8;A3QNQ0;P38936;Q13480;Q499G7;K7PPA8;A0A0U2ZQU7;P27986;P31749;Q6S5L8;Q9Y243;P11487;O96020;P29353;Q6NSL8;O75197;K7PPU3;Q15465;Q9BYZ8;A0A024R274;O96014;B3KQX9;Q9H1J7;Q9NP95;O60258;X5DNK3;Q92837;Q9ULV1;O00144;Q9BSD8;P14923;P19793;Q86UZ8;Q9HA84;O60353;Q01094;P01112;Q53GA5;P10826;P01116;Q4LE51;Q07890;A0A024R759;P10600;P00533;P25054;F1D8Q7;A0A024R9B0;A8K141;P01106;Q92997;P56706;Q92466;P06400;O15169;O14904;B4DXN7;P56703;P62993;Q1HBJ4;Q59EG9;P21781;P24385;A0A024R5Z3;P24864;Q9GZV9;O43320;Q14209;P35221;O00716;O14640;A0A384N611;Q07812;B0LPE5;F2YGG7;X5D945;B3GN61;A5YM40;P10415;O00329;P01111;Q92569;P24522;Q9UJU2	Floxuridine;Trifluridine and tipiracil hydrochloride;Docetaxel;Docetaxel;Doxorubicin hydrochloride;Mitomycin;Trastuzumab;Pembrolizumab;Ramucirumab	D04197;D10526;D07866;D02165;D01275;D00208;D03257;D10574;D09371	DB00322;DB01248;DB01248;DB00305;DB00072	50-91-9;NA;114977-28-5;148408-66-6;25316-40-9;50-07-7;180288-69-1;1374853-91-4;947687-13-0	60761;90876;4672;59809;31522;27504;NA;NA;NA	220.0	150.0	5.0
H00019	Pancreatic cancer	D010190	NO_DATA	C25	2C10.0	NO_DATA	NO_DATA	hsa05212  Pancreatic cancer	GADD45B;CHUK;AKT3;TGFBR1;TGFBR2;PIK3CD;RAC2;SMAD2;GADD45G;GADD45A;CDC42;RALB;VEGFA;POLK;PIK3R2;JAK1;RALBP1;TGFB3;SMAD3;PIK3R3;BAX;CDKN1A;PIK3CA;ERBB2;PLD1;PIK3R1;BRCA2;PLD2;K-ras;RALA;CCND1;ARHGEF6;CASP9;EGFR;p53;DDB2;E2F1;CDK6;BCL2L1;MAPK10;KRAS;RELA;RALGDS;RPS6KB1;ARAF;TGFB2;TGFA;IKBKB;BRAF;AKT1;MTOR;RAC1;PIK3CB;BAD;TGFB1;BAK1;RAD51;IKBKG;NFKB1;STK11;MAPK9;MAPK1;E2F3;MAPK3;STAT1;TP53;p16/INK4A;RB1;STAT3;EGF;AKT2;CDK4;RAF1;MAP2K1;CDKN2A;RAC3;RPS6KB2;SMAD4;E2F2;MAPK8	P04049;P60953;P23443;A0A2X0SFG1;P10398;A0A0S2Z391;V9H0H7;Q9UBS0;Q15831;A0A286YF97;P61812;A0A024R562;Q59EA4;Q06609;A0A024RCX5;P42771;O00459;Q9UBT6;P55211;P11802;Q9P0T0;Q6FI00;Q9Y6K9;Q00534;P04637;A0A2K8FKV1;P37173;Q8N4Y1;P53779;A0A024R178;Q15052;A0A024RAP4;P27361;P01137;O95257;Q5T7S2;O15111;P42336;P42338;P04626;P42345;A0A499FJK2;A0A0S2Z3C5;P45984;P45983;A0A024RD33;Q8N381;P28482;Q16611;Q15796;L7RXH5;L7RSL8;A4QPA9;Q53XR6;P31751;L7RRS6;A0A0S2Z4D1;P60763;A1L4K2;P63000;P15056;Q13485;P84022;P36897;P11234;K7PML8;P01133;P40763;O75293;A0A024RAA5;O14920;Q02750;I1SRC5;A0A024RAG3;P15153;O14939;A4D2P1;P23458;Q8N4Q3;Q504U8;A3QNQ0;P38936;Q499G7;K7PPA8;P27986;Q04206;A0A024RBB6;P31749;Q9Y243;Q15311;X5DNK3;A0A024R274;Q13393;P42224;Q9BSD8;P19838;Q01094;Q53GA5;P01135;P01116;Q4LE51;P11233;P51587;Q6P669;P10600;Q92934;P15692;P00533;Q92466;B4DXN7;P06400;A0A024R1P2;Q1HBJ4;Q59EG9;P24385;A0A024R5Z3;Q12967;Q14209;O00716;Q07812;B0LPE5;F2YGG7;Q07817;A5YM40;O00329;Q92569;P24522;A0A024RDV3	Gemcitabine hydrochloride;Floxuridine;Paclitaxel;Irinotecan hydrochloride;Mitomycin;Erlotinib hydrochloride;Olaparib	D01155;D04197;D00491;D01061;D00208;D04023;D09730	DB00441;DB00322;DB01229;DB00762;DB00305;DB00530	122111-03-9;50-91-9;33069-62-4;136572-09-3;50-07-7;183319-69-9;763113-22-0	31647;60761;45863;90881;27504;53509;83766	128.0	80.0	6.0
H00020	Colorectal cancer	D015179	NO_DATA	C18;C19;C20	2B90;2B91;2B92	NO_DATA	NO_DATA	hsa05210  Colorectal cancer	GADD45B;AKT3;TCF7L2;TGFBR1;TGFBR2;CASP3;PIK3CD;RAC2;SMAD2;Smad2;GADD45G;GADD45A;RALB;POLK;PIK3R2;TCF7L1;TGF-betaRII;TCF7;TGFB3;SMAD3;PIK3R3;BAX;CDKN1A;PIK3CA;LEF1;GSK3B;PIK3R1;MLH1 , LOH, promoter hypermethylation);MSH2 , LOH, somatic mutation);MSH3;MSH6 , LOH, somatic frameshift mutation);K-ras;RALA;AREG;MAP2K2;CCND1;CASP9;EGFR;p53;HRAS;DDB2;RHOA;GALNT12;BCL2L11;MAPK10;KRAS;AXIN1;BBC3;RALGDS;SOS1;APC2;RPS6KB1;ARAF;TGFB2;TGFA;MYC;MSH2;APC , somatic mutation);CTNNB1;BRAF;AKT1;MTOR;RAC1;FOS;BCL2;APC;JUN;PIK3CB;BAD;TGFB1;BAK1;CYCS;DCC;MSH6;SOS2;MAPK9;BIRC5;MAPK1;MAPK3;PMAIP1;NRAS;GRB2;MLH1;APPL1;EREG;beta-Catenin;TP53;EGF;AKT2;RAF1;MAP2K1;RAC3;RPS6KB2;AXIN2;SMAD4;Smad4;MAPK8	A0A024R2Q3;Q3SWU9;P04049;Q6FI27;P23443;A0A2X0SFG1;P10398;A0A0S2Z391;V9H0H7;Q9UBS0;Q4LE70;O95996;A0A286YF97;P61812;A0A024R562;A0A024RCX5;O43521;O00459;Q9UBT6;P55211;P49841;P36402;Q9P0T0;Q6FI00;Q9NQB0;P04637;A0A2K8FKV1;P37173;Q8N4Y1;P53779;A0A024R178;Q9BXH1;Q9UKG1;A0A024RAP4;P35222;P27361;O14944;P01137;Q8IXK2;O95257;Q5T7S2;P40692;P42336;P42338;P42345;A0A499FJK2;P43246;A0A0S2Z4R0;Q5U091;B3KQ75;P45984;P43146;Q9Y2T1;P45983;P99999;Q659G9;Q13794;Q8N381;A0A024R2B3;P36507;P28482;Q16611;Q15796;L7RXH5;L7RSL8;A4QPA9;Q53XR6;P31751;L7RRS6;P60763;A1L4K2;P63000;P15056;Q13485;P84022;P36897;A0A024R324;P11234;Q9HCS4;P01133;Q07889;O75293;Q02750;I1SRC5;B0LPF3;A0A024RAG3;P15153;A4D2P1;P52701;Q504U8;A3QNQ0;P38936;Q499G7;Q49AK4;K7PPA8;P01100;P20585;P27986;P31749;Q9Y243;P42574;A0A024R274;P61586;Q6FG41;P01112;Q53GA5;P01135;P15514;P01116;Q4LE51;P11233;Q07890;P10600;Q92934;P00533;P25054;G4XXL9;P01106;Q92466;B4DXN7;O15169;P05412;A0A024R1P2;O15392;P62993;Q1HBJ4;Q59EG9;P24385;A0A024R5Z3;Q12967;A0A0S2Z490;Q07812;B0LPE5;F2YGG7;X5D945;A0A0B4J1S3;A5YM40;P10415;O00329;Q96PG8;P01111;Q92569;P24522;Q9UJU2	Capecitabine;Floxuridine;Trifluridine and tipiracil hydrochloride;Irinotecan hydrochloride;Encorafenib;Regorafenib hydrate;Oxaliplatin;Cetuximab;Bevacizumab;Panitumumab;Nivolumab;Pembrolizumab;Ramucirumab;Aflibercept;Leucovorin calcium;Levoleucovorin calcium;Calcium levofolinate hydrate;Sodium levofolinate	D01223;D04197;D10526;D01061;D11053;D10137;D01790;D03455;D06409;D05350;D10316;D10574;D09371;D09574;D01211;D04715;D11555;D11394	DB01101;DB00322;DB00762;DB00526;DB00002;DB00112;DB00650	154361-50-9;50-91-9;NA;136572-09-3;NA;NA;61825-94-3;205923-56-4;216974-75-3;339177-26-3;946414-94-4;1374853-91-4;947687-13-0;862111-32-8;1492-18-8;80433-71-2;419573-16-3;1141892-29-6	31348;60761;90876;90881;NA;68646;31941;NA;NA;NA;NA;NA;NA;NA;31340;NA;NA;NA	144.0	97.0	7.0
H00021	Renal cell carcinoma	D002292	NO_DATA	C64	2C90.0	NO_DATA	NO_DATA	hsa05211  Renal cell carcinoma	FLCN;HGF;TGFB3;HIF1A;SOS2;ARNT2;AKT3;PIK3R3;BUB1B-PAK6;CRKL;CREBBP;PAK4;CDKN1A;PAK6;SOS1;PIK3CA;MAPK1;CUL2;PTPN11;TFE3;PAK2;ARAF;MAPK3;PIK3R1;TGFB2;NRAS;TGFA;EPAS1;PIK3CD;PAK3;RBX1;GRB2;RAP1B;ETS1;FH , LOH, somatic mutation);BRAF;GAB1;AKT1;RAC1;ARNT;VHL;PAK1;EP300;MAP2K2;EGLN1;ELOB;CDC42;VEGFA;JUN;MET;PAK5;PIK3CB;PIK3R2;BAD;SLC2A1;AKT2;Met , somatic activating mutation);HRAS;TGFB1;RAF1;MAP2K1;PRCC-TFE3;VHL , somatic mutation);BHD );ELOC;PRCC;RAPGEF1;FH;EGLN3;RAP1A;PDGFB;EGLN2;KRAS;CRK	P04049;A0A024R9Q4;Q09472;P60953;A0A2X0SFG1;P46109;P10398;A8KAH9;O75914;P61812;A0A024R562;P08581;B4DW78;A0A024RCX5;Q59GX2;A0A024QZ23;B3KW07;O96013;Q96KS0;A8K5M4;O00459;R4SCQ0;Q06124;Q13177;Q86TN1;Q9H6Z9;P14210;Q9NQU5;A0A2K8FKV1;A0A024R7Y5;P62834;A0A024R178;D0VY79;A0A0S2Z456;P27361;A0A024R0J1;P01137;P42336;P42338;Q92733;A0A499FJK2;Q5U091;Q7Z3A3;Q8NFG4;A0A024RD33;Q8N381;P40337;A0A0S2Z4C3;P36507;P28482;A0A024R2F2;Q15370;L7RXH5;L7RSL8;P07954;A4QPA9;L7RT18;P31751;P61224;L7RRS6;Q9P286;P63000;A0A024R0R2;P15056;P14921;Q13905;Q07889;P19532;A0A024R5P0;A0A024RAA5;Q02750;I1SRC5;B0LPF3;Q16665;P01127;Q96FT4;A4D2P1;Q9GZT9;Q15369;P38936;Q99814;Q13480;Q499G7;P27986;X5DQN9;P31749;Q9Y243;P46108;B0AZM9;Q7Z6C1;P11166;Q9HA84;P01112;Q13153;P01135;P01116;Q4LE51;Q07890;A0A024R759;Q92934;P10600;A0A384NYY3;P15692;Q92793;P05412;A0A0S2Z3Q4;P27540;P62993;Q1HBJ4;Q59EG9;A0A140VKB1;Q13617;B0LPE5;X5D945;Q9HBZ2;A0A024RB87;P62877;A5YM40;O00329;P01111;Q92569	Medroxyprogesterone acetate;Temsirolimus;Everolimus;Axitinib;Tivozanib hydrochloride;Sunitinib malate;Sorafenib tosylate;Pazopanib hydrochloride;Cabozantinib s-malate;Lenvatinib mesylate;Bevacizumab;Ipilimumab;Nivolumab;Pembrolizumab;Avelumab;Aldesleukin	D00951;D06068;D02714;D03218;D10190;D06402;D06272;D05380;D10095;D09920;D06409;D04603;D10316;D10574;D10817;D00748	DB00603;DB01268;DB00398;DB00112;DB00041	71-58-9;162635-04-3;159351-69-6;319460-85-0;682745-41-1;341031-54-7;475207-59-1;635702-64-6;1140909-48-3;857890-39-2;216974-75-3;477202-00-9;946414-94-4;1374853-91-4;1537032-82-8;110942-02-4	6716;79699;68478;66910;NA;NA;NA;71217;72319;85995;NA;NA;NA;NA;NA;NA	121.0	74.0	5.0
H00022	Bladder cancer	D001749	NO_DATA	C67	2C94.2	NO_DATA	NO_DATA	hsa05219  Bladder cancer	H-ras;DAPK1;SRC;MDM2;CDKN1A;MAPK1;ERBB2;ARAF;UPK3A;E2F3;MAPK3;RASSF1;NRAS;MYC;FGFR3;CXCL8;BRAF;RPS6KA5;HBEGF;MMP9;MAP2K2;MMP1;TP53;MMP2;VEGFA;p16/INK4A;E2F2;RB1;CDH1;CCND1;EGF;DAPK2;DAPK3;EGFR;p53;HRAS;CDK4;E2F1;RAF1;MAP2K1;CDKN2A;TYMP;THBS1;KRAS	B3KNJ3;A0A024R178;P10145;P04049;K7PML8;P08253;P01133;P10398;Q01094;P01112;P12931;O43293;Q53GA5;P14780;P27361;A0A024R603;Q02750;O75582;P01116;P04626;I1SRC5;Q9BSD8;P53355;A0A024RCX5;Q9UIK4;P42771;Q5U091;Q0IJ44;P15692;P00533;P07996;A0A024RDV3;A0A024R6R4;Q504U8;P01106;P06400;A0A024RD33;P38936;Q499G7;P15056;Q1HBJ4;K7PPA8;P24385;P36507;P11802;B2RBL3;P28482;Q9NS23;O75631;A0A024RDA5;A0A0U2ZQU7;Q14209;O00716;Q6FI00;A0A024RBB6;L7RSL8;L7RXH5;F2YGG7;X5D945;P03956;B3GN61;A4QPA9;P22607;Q00987;X5DNK3;L7RRS6;P12830;P04637;P19971;Q99075;P01111;Q53G95;E5KRG5	Thiotepa;Doxorubicin hydrochloride;Valrubicin;Mitomycin;Erdafitinib;Cisplatin;Nivolumab;Pembrolizumab;Avelumab;Atezolizumab;Enfortumab vedotin	D00583;D01275;D02697;D00208;D10927;D00275;D10316;D10574;D10817;D10773;D11525	DB04572;DB00385;DB00305;DB00515	52-24-4;25316-40-9;56124-62-0;50-07-7;1346242-81-6;15663-27-1;946414-94-4;1374853-91-4;1537032-82-8;1380723-44-3;1346452-25-2	9570;31522;NA;27504;NA;27899;NA;NA;NA;NA;NA	73.0	44.0	4.0
H00023	Testicular cancer	D013736	NO_DATA	C62	2C80	NO_DATA	NO_DATA	NO_DATA	Cyclin D2	P30279	Ifosfamide;Vinblastine sulfate;Etoposide;Etoposide phosphate;Dactinomycin;Bleomycin sulfate;Cisplatin	D00343;D01068;D00125;D04107;D00214;D02177;D00275	DB01181;DB00570;DB00773;DB00773;DB00970;DB00290;DB00515	3778-73-2;143-67-9;33419-42-0;117091-64-2;50-76-0;9041-93-4;15663-27-1	5864;9984;4911;NA;27666;34582;27899	1.0	1.0	7.0
