index	Keymolnet_disease	ICD10	KEGG_ENTRY	KEGG_Name
KMN43	Mesothelioma	C45	H00015	Malignant pleural mesothelioma
KMN818	Metabolic Bone Disease	M83.4	NO_DATA	NO_DATA
KMN495	Metabolic Syndrome	E88.81	NO_DATA	NO_DATA
KMN504	Metachromatic Leukodystrophy	E75.25	H00127	Metachromatic leukodystrophy
KMN81	Metastatic Tumor of Bone	C79.5	NO_DATA	NO_DATA
KMN80	Metastatic Tumor of the Liver	C78.7	NO_DATA	NO_DATA
KMN496	Methionine Malabsorption	E72.1	H01237;H01285	Sulfite oxidase deficiency;Methylcobalamin deficiency type G
KMN497	Methylmalonic Acidemia	E71.120	NO_DATA	NO_DATA
KMN850	Microcephaly	Q02	H00269;H00616;H00990;H01211;H02282	Primary microcephaly;Bowen-Conradi syndrome;Microcephaly, Amish type;MECP2-related severe neonatal encephalopathy;Spastic tetraplegia, thin corpus callosum, and progressive microcephaly
KMN804	Microscopic polyangiitis	M31.7	H01658	Microscopic polyangiitis
KMN625	Migraine	G43	NO_DATA	NO_DATA
KMN616	Miller-Dieker's syndrome	Q04.3	H00120;H00268;H00530;H00792;H00897;H01001;H01722;H01811;H01921;H01937;H02431;H02501	Muscular dystrophy-dystroglycanopathy type A;Lissencephaly;Joubert syndrome;Warburg micro syndrome;Pontocerebellar hypoplasia;COACH syndrome;Galloway-Mowat syndrome;Arima syndrome;MICPCH syndrome;Multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia, and hydranencephaly;Cerebellar hypoplasia, epilepsy, and global developmental delay;Occipital cortical malformation
KMN631	Miller Fisher Syndrome	G61.0	H01689;H01842	Fisher syndrome;Bickerstaff brainstem encephalitis
KMN832	Minimal Change Disease	NO_DATA	NO_DATA	NO_DATA
KMN106	Minimally Differentiated Leukemia	C92.0	NO_DATA	NO_DATA
KMN663	Mitochondrial DNA Depletion Myopathy	G71.3	H00898;H01200;H01348;H01356;H01368;H01369;H01384;H01390;H02201;H02237;H02447	Myopathy with lactic acidosis and sideroblastic anaemia;Fatal infantile cardioencephalomyopathy;Mitochondrial phosphate carrier deficiency;Myoclonic Epilepsy and Ragged-Red Fiber Disease;Cytochrome c oxidase (COX) deficiency;ATP synthase deficiency;Mitochondrial recessive ataxia syndrome;Mitochondrial neurogastrointestinal encephalomyopathy;Mitochondrial myopathy with lactic acidosis;AMP deaminase deficiency;Myopathy with extrapyramidal signs
KMN671	Miyoshi Myopathy	G71.0	H01965	Miyoshi myopathy
KMN498	Molybdenum cofactor deficiency	E72.1	H02311	Molybdenum cofactor deficiency
KMN123	Monocytic Leukemia	C93	NO_DATA	NO_DATA
KMN790	Monosodium Urate Gout	M10	H01532	Gout
KMN481	Mucolipidoses-II	E77.0	H00143;H02130	Mucolipidosis II;Mucolipidosis III
KMN480	Mucolipidoses-III	E77.0	H00143;H02130	Mucolipidosis II;Mucolipidosis III
KMN483	Mucopolysaccharidosis IH	E76.0	H00128;H00421	Mucopolysaccharidosis type I;Mucopolysaccharidosis
KMN482	Mucopolysaccharidosis IH/S	E76.0	H00128;H00421	Mucopolysaccharidosis type I;Mucopolysaccharidosis
KMN488	Mucopolysaccharidosis II	E76.1	H00129;H00421	Mucopolysaccharidosis type II;Mucopolysaccharidosis
KMN484	Mucopolysaccharidosis IIIA	E76.2	H00123;H00130;H00131;H00132;H00421;H02205	Mucopolysaccharidosis type IV;Mucopolysaccharidosis type III;Mucopolysaccharidosis type VI;Mucopolysaccharidosis type VII;Mucopolysaccharidosis;Mucopolysaccharidosis-plus syndrome
KMN485	Mucopolysaccharidosis IIIB	E76.2	H00123;H00130;H00131;H00132;H00421;H02205	Mucopolysaccharidosis type IV;Mucopolysaccharidosis type III;Mucopolysaccharidosis type VI;Mucopolysaccharidosis type VII;Mucopolysaccharidosis;Mucopolysaccharidosis-plus syndrome
KMN486	Mucopolysaccharidosis IIIC	E76.2	H00123;H00130;H00131;H00132;H00421;H02205	Mucopolysaccharidosis type IV;Mucopolysaccharidosis type III;Mucopolysaccharidosis type VI;Mucopolysaccharidosis type VII;Mucopolysaccharidosis;Mucopolysaccharidosis-plus syndrome
KMN487	Mucopolysaccharidosis IIID	E76.2	H00123;H00130;H00131;H00132;H00421;H02205	Mucopolysaccharidosis type IV;Mucopolysaccharidosis type III;Mucopolysaccharidosis type VI;Mucopolysaccharidosis type VII;Mucopolysaccharidosis;Mucopolysaccharidosis-plus syndrome
KMN489	Mucopolysaccharidosis IS	E76.0	H00128;H00421	Mucopolysaccharidosis type I;Mucopolysaccharidosis
KMN490	Mucopolysaccharidosis IVA	E76.2	H00123;H00130;H00131;H00132;H00421;H02205	Mucopolysaccharidosis type IV;Mucopolysaccharidosis type III;Mucopolysaccharidosis type VI;Mucopolysaccharidosis type VII;Mucopolysaccharidosis;Mucopolysaccharidosis-plus syndrome
KMN491	Mucopolysaccharidosis IVB	E76.2	H00123;H00130;H00131;H00132;H00421;H02205	Mucopolysaccharidosis type IV;Mucopolysaccharidosis type III;Mucopolysaccharidosis type VI;Mucopolysaccharidosis type VII;Mucopolysaccharidosis;Mucopolysaccharidosis-plus syndrome
KMN493	Mucopolysaccharidosis VI	E76.2	H00123;H00130;H00131;H00132;H00421;H02205	Mucopolysaccharidosis type IV;Mucopolysaccharidosis type III;Mucopolysaccharidosis type VI;Mucopolysaccharidosis type VII;Mucopolysaccharidosis;Mucopolysaccharidosis-plus syndrome
KMN492	Mucopolysaccharidosis VII	E76.2	H00123;H00130;H00131;H00132;H00421;H02205	Mucopolysaccharidosis type IV;Mucopolysaccharidosis type III;Mucopolysaccharidosis type VI;Mucopolysaccharidosis type VII;Mucopolysaccharidosis;Mucopolysaccharidosis-plus syndrome
KMN271	Mulibrey Nanism	Q87.1	H01289	Mulibrey nanism
KMN644	Multifocal Motor Neuropathy	G61.82	NO_DATA	NO_DATA
KMN559	Multiple Carboxylase/Biotinidase Deficiency	E53.8	H00180;H01182	Holocarboxylase synthetase deficiency;Biotinidase deficiency
KMN169	Multiple Endocrine Neoplasia Type 1	D44.8	H00247;H01102	Multiple endocrine neoplasia syndrome;Pituitary adenomas
KMN170	Multiple Endocrine Neoplasia Type 2	D44.8	H00247;H01102	Multiple endocrine neoplasia syndrome;Pituitary adenomas
KMN870	Multiple Exostosis	Q78.6	H00122;H00493	Multiple exostoses;Heparan sulfate proteoglycan gene defects
KMN122	Multiple Myeloma	C90.0	H00010	Multiple myeloma
KMN615	Multiple Sclerosis	G35	H01490	Multiple sclerosis
KMN558	Multiple Sulfatase Deficiency	E75.2	H00272	Multiple sulfatase deficiency
KMN612	Multiple System Atrophy	G23.2	H01614	Multiple system atrophy
KMN672	Myasthenia Gravis	G70.0	H01594	Myasthenia gravis
KMN234	Mycobacteria Susceptibility	D84.8	H00089;H02308	IFN-gamma/IL-12 axis;Immunodeficiency-centromeric instability-facial anomalies syndrome
KMN114	Mycosis Fungoides	C84.0	H01463	Mycosis fungoides
KMN108	Myeloblastic Leukemia with Maturation	C92	NO_DATA	NO_DATA
KMN107	Myeloblastic Leukemia without Maturation	C92	NO_DATA	NO_DATA
KMN162	Myelodysplastic Syndrome	D46	H01481	Myelodysplastic syndrome
KMN163	Myelofibrosis	D75.81	H01605	Myelofibrosis
KMN110	Myelomonocytic Leukemia	C92	NO_DATA	NO_DATA
KMN111	Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils	C92	NO_DATA	NO_DATA
KMN479	Myoadenylate Deaminase Deficiency	E79.2	NO_DATA	NO_DATA
KMN726	Myocardial Infarction	I21;I22	H01730	Myocardial infarction
KMN690	Myotonia Congenita	G71.12	H00705	Myotonia congenita
KMN648	Myotonic Dystrophy Type 1	G71.1	H00493;H00568;H00744;H01777;H01780;H01804	Heparan sulfate proteoglycan gene defects;Myotonic dystrophy;Potassium-aggravated myotonia;Schwartz-Jampel syndrome;Non-dystrophic myotonia;Isaacs syndrome
KMN649	Myotonic Dystrophy Type 2	G71.1	H00493;H00568;H00744;H01777;H01780;H01804	Heparan sulfate proteoglycan gene defects;Myotonic dystrophy;Potassium-aggravated myotonia;Schwartz-Jampel syndrome;Non-dystrophic myotonia;Isaacs syndrome
KMN150	Myxoma	D16.4;D16.5	NO_DATA	NO_DATA
KMN383	N-Acetylglutamate Synthase Deficiency	E72.2	H01032	N-acetylglutamate synthase deficiency
KMN659	Na channel myotonia	G71.1	H00493;H00568;H00744;H01777;H01780;H01804	Heparan sulfate proteoglycan gene defects;Myotonic dystrophy;Potassium-aggravated myotonia;Schwartz-Jampel syndrome;Non-dystrophic myotonia;Isaacs syndrome
KMN892	Nail-Patella Syndrome	Q87.2	H00464	Nail-patella syndrome
KMN660	Nemaline Myopathy	G71.21	H00698	Nemaline myopathy
KMN59	Nephroblastoma	C64	H02301	Nephroblastoma
KMN837	Nephrolithiasis	N20.0	NO_DATA	NO_DATA
KMN861	Nephronophthisis	Q61.5	H00537	Nephronophthisis
KMN24	Nesidioblastosis of Pancreas	C25.4	NO_DATA	NO_DATA
KMN269	Netherton Syndrome	Q80.8	H00671	Netherton syndrome
KMN76	Neuroblastoma	C74.9	H00043	Neuroblastoma
KMN147	Neuroendocrine Tumor	NO_DATA	NO_DATA	NO_DATA
KMN888	Neurofibromatosis Type 1	Q85.0	H01437	Neurofibromatosis type 1
KMN889	Neurofibromatosis Type 2	Q85.0	H01438	Neurofibromatosis type 2
KMN688	Neuromyotonia	G71.1	H00493;H00568;H00744;H01777;H01780;H01804	Heparan sulfate proteoglycan gene defects;Myotonic dystrophy;Potassium-aggravated myotonia;Schwartz-Jampel syndrome;Non-dystrophic myotonia;Isaacs syndrome
KMN552	Neuronal ceroid-lipofuscinosis	E75.4	H00149;H02275;H02276;H02277;H02278;H02279	Neuronal ceroid lipofuscinosis;Batten disease;Kufs disease;Santavuori-Haltia disease;Jansky-Bielschowsky disease;Cathepsin D deficiency
KMN237	Neutropenia	D70	H00100;H00939;H01218;H01725	Neutropenic disorders;Darsun syndrome;P14 deficiency;Primary immunodeficiency disease
KMN447	Niemann-Pick Disease	E75.24	NO_DATA	NO_DATA
KMN267	Nijmegen Breakage Syndrome	Q87.8	H00205;H00417;H00449;H00493;H00496;H00500;H00510;H00539;H00555;H00556;H00571;H00573;H00574;H00583;H00597;H00617;H00634;H00639;H00642;H00643;H00659;H00669;H00682;H00685;H00686;H00709;H00727;H00752;H00785;H00789;H00797;H00868;H00886;H00889;H00894;H00907;H00926;H00934;H00936;H00940;H00943;H00946;H00972;H00987;H01008;H01035;H01156;H01220;H01255;H01265;H01271;H01281;H01342;H01486;H01487;H01568;H01569;H01573;H01745;H01776;H01793;H01794;H01795;H01796;H01797;H01800;H01814;H01816;H01824;H01839;H01843;H01845;H01850;H01857;H01872;H01876;H01878;H01880;H01887;H01898;H01914;H01915;H01916;H01917;H01919;H01922;H01923;H01984;H01988;H01989;H02047;H02082;H02095;H02102;H02127;H02137;H02169;H02180;H02195;H02198;H02218;H02219;H02224;H02232;H02248;H02249;H02260;H02267;H02283;H02287;H02292;H02303;H02317;H02327;H02328;H02334;H02343;H02364;H02368;H02376;H02383;H02391;H02422;H02453;H02454;H02455;H02465;H02474;H02478;H02482;H02483;H02488;H02492;H02493;H02496;H02500;H02503;H02506;H02508	Peroxisome biogenesis disorder;Alstrom syndrome;Oculodentodigital dysplasia;Heparan sulfate proteoglycan gene defects;Congenital hemidysplasia with ichthyosiform nevus and limb defects (CHILD);Keutel syndrome;Feingold syndrome;PTEN hamartoma tumor syndrome;Char syndrome;CHARGE syndrome;Johanson-Blizzard syndrome;Townes-Brocks syndrome;Coffin-Lowry syndrome;Opitz-GBBB syndrome;Snyder-Robinson syndrome;Desmosterolosis;Duane-radial ray syndrome;Ectodermal dysplasia, ectrodactyly, and macular dystrophy;Lacrimo-auriculo-dento-digital syndrome;Tooth and nail syndrome;Shprintzen-Goldberg syndrome;Naxos disease;Woodhouse-Sakati syndrome;Bifid nose with or without anorectal and renal anomalies;Manitoba oculotrichoanal syndrome;Birk Barel mental retardation syndrome (BBMRS);Athabascan brainstem dysgenesis syndrome;Ankyloblepharon-ctodermal defects-cleft lip/palate (AEC) syndrome and Rapp-Hodgkin syndrome;Congenital hypotrichosis with juvenile macular dystrophy;Keratoconus;Martsolf syndrome;Stapes ankylosis with broad thumb and toes;Donnai-Barrow syndrome;Lujan-Fryns syndrome;FG syndrome;Kleefstra syndrome;Growth retardation, developmental delay, coarse facies, and early death;Caudal duplication anomaly;Goldberg-Shprintzen megacolon syndrome;Cohen syndrome;TARP syndrome;Arts syndrome;Endocrine-cerebro-osteodysplasia syndrome;Fetal akinesia deformation sequence;C syndrome;Corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia;STAR syndrome;Congenital cataracts, facial dysmorphism, and neuropathy;Juvenile-onset dystonia;Hydrolethalus syndrome;Hypoparathyroidism with sensorineural deafness and renal dysplasia;Lathosterolosis;Zellweger syndrome;Multiple congenital anomalies-hypotonia-seizures syndrome;CHIME syndrome;3C syndrome;CHOPS syndrome;Zimmermann-Laband syndrome;Cardiofaciocutaneous syndrome;Aicardi syndrome;Young-Simpson syndrome;Genitopatellar syndrome;Blepharophimosis-mental retardation syndrome;Uncombable hair syndrome;Webb-Dattani syndrome;Verheij syndrome;Stromme syndrome;Frank-ter Haar syndrome;CODAS syndrome;Burn-McKeown syndrome;Cerebrocostomandibular syndrome;Catel-Manzke syndrome;Hartsfield syndrome;Filippi syndrome;Microcephaly-capillary malformation syndrome;Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation;Al-Raqad syndrome;Autosomal recessive microcephaly and chorioretinopathy;3MC syndrome;PNPLA6-related disorders;Christianson syndrome;Borjeson-Forssman-Lehmann syndrome;Stocco dos Santos X-linked mental retardation syndrome;CK syndrome;Proud syndrome;Infantile hypotonia with psychomotor retardation and characteristic facies;Microcephaly, short stature, and impaired glucose metabolism;Leopard syndrome;Jackson-Weiss syndrome;Beare-Stevenson syndrome;Bohring-Opitz syndrome;Floating-Harbor syndrome;Perrault syndrome;Myhre syndrome;Yunis-Varon syndrome;Laurence-Moon syndrome;Hennekam lymphangiectasia-lymphedema syndrome;McKusick-Kaufman syndrome;MEHMO syndrome;Pancreatic agenesis and congenital heart disease;DOORS syndrome;DDOD syndrome;Grange syndrome;CAGSSS syndrome;MEND syndrome;Primrose syndrome;Chondrodysplasia Chassaing-Lacombe type;Wilson-Turner syndrome;IVIC syndrome;Deafness, dystonia, and cerebral hypomyelination;Retinal dystrophy, juvenile cataracts, and short stature syndrome;Alopecia-mental retardation syndrome;SERKAL syndrome;KBG syndrome;Sifrim-Hitz-Weiss syndrome;Pierpont syndrome;EVEN-plus syndrome;Heart and brain malformation syndrome;Developmental delay with short stature, dysmorphic facial features, and sparse hair;Global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies;Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis;Infantile-onset multisystem neurologic, endocrine, and pancreatic disease;Retinitis pigmentosa with skeletal anomalies;Congenital heart defects and ectodermal dysplasia;Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder;Congenital heart defects, hamartomas of tongue, and polysyndactyly;Weiss-Kruszka syndrome;Blepharocheilodontic syndrome;CATIFA syndrome;ROSAH syndrome;Basel-Vanagait-Smirin-Yosef syndrome;Cardiac-urogenital syndrome;Microcephaly, growth restriction, and increased sister chromatid exchange;Al Kaissi syndrome;Cerebellar, ocular, craniofacial, and genital syndrome;Congenital interstitial lung disease with nephrotic syndrome and epidermolysis bullosa;Richieri-Costa-Pereira syndrome;Cardioacrofacial dysplasia;Agenesis of corpus callosum, cardiac, ocular, and genital syndrome
KMN115	Nodular Lymphocyte-Predominant Hodgkin's Lymphoma	C81.0	NO_DATA	NO_DATA
KMN125	Non-Hodgkin's Lymphoma	C85	H02418	Non-Hodgkin lymphoma
KMN727	Non-ST-Elevation Myocardial Infarction	I21.4	NO_DATA	NO_DATA
KMN30	Non-Small Cell Lung Cancer	C34.9	H00014	Non-small cell lung cancer
KMN771	Nonalcoholic Fatty Liver Disease	K76.0	H01333	Non-alcoholic fatty liver disease
KMN570	Nonketotic hyperglycinemia-type I	E72.5	H00190;H00191;H01003	Hyperprolinemia;Nonketotic hyperglycinemia;Dimethylglycine dehydrogenase deficiency
KMN57	Nonseminoma	C62	H00023	Testicular cancer
KMN268	Nude Syndrome	D82.8	H00094;H00095;H00931;H00962;H01344	Immunodeficiency associated with DNA repair defects;Ectodermal dysplasia associated immunodeficiency;Growth hormone insensitivity with immunodeficiency;RIDDLE syndrome;Nijmegen syndrome
KMN373	Obesity	E66	NO_DATA	NO_DATA
KMN372	Obesity in endocrine disease	E66	NO_DATA	NO_DATA
KMN668	Oculopharyngeal Muscular Dystrophy	G71.0	H00704	Oculopharyngeal muscular dystrophy
KMN69	Oligo-astrocytoma	C71.9	NO_DATA	NO_DATA
KMN63	Oligoastrocytoma	C71.9	NO_DATA	NO_DATA
KMN70	Oligodendroglioma	C71.9	NO_DATA	NO_DATA
KMN263	Omenn Syndrome	D81.8	NO_DATA	NO_DATA
KMN817	Oncogenic Osteomalacia	M83.8	NO_DATA	NO_DATA
KMN598	Opsoclonus-Myoclonus	G25.3	NO_DATA	NO_DATA
KMN406	Ornithine Transcarbamylase Deficiency	E72.4	H00187	Ornithine transcarbamylase deficiency
KMN407	Orotic Aciduria	D53.0;E79.8	H00198	Orotic aciduria
KMN795	Osteoarthritis	M15.9	NO_DATA	NO_DATA
KMN142	Osteochondroma	D16.9	NO_DATA	NO_DATA
KMN867	Osteogenesis Imperfecta	Q78.0	H00506	Osteogenesis imperfecta
KMN871	Osteopetrosis	Q78.2	H00436	Osteopetrosis
KMN816	Osteoporosis	M80;M81;M82	H01593	Osteoporosis
KMN32	Osteosarcoma	C41.9	H00036	Osteosarcoma
KMN53	Ovarian Cancer	C56	H00027	Ovarian cancer
KMN351	Ovarian Failure	E28.3	H00627	Premature ovarian failure
KMN89	POEMS Syndrome	D47.7	NO_DATA	NO_DATA
KMN385	PRPP synthetase deficiency	NO_DATA	NO_DATA	NO_DATA
KMN384	PRPP synthetase super-activity	E79.8	H00196;H00964;H00966	Phosphoribosylpyrophosphate synthetase superactivity;Thiopurine S-methyltransferase deficiency (TPMT deficiency);AICA-ribosiduria
KMN819	Paget Disease of Bone	M88	H00437	Paget disease of bone
KMN22	Pancreatic Cancer	C25	H00019	Pancreatic cancer
KMN23	Pancreatic Endocrine Tumor	C25.4	NO_DATA	NO_DATA
KMN178	Pancreatic Neuroendocrine Tumor	E16.8	H00045	Pancreatic neuroendocrine tumor
KMN349	Panhypopituitarism	E23.0	H00255;H01699;H01700;H01860;H02027;H02035;H02036;H02038;H02039	Hypogonadotropic hypogonadism;Isolated TSH deficiency;Hypopituitarism;Abnormal pituitary gonadotropin secretion;Male hypogonadism;Isolated growth hormone deficiency;Combined pituitary hormone deficiency;X-linked panhypopituitarism;Kowarski syndrome
KMN785	Papular Mucinosis	L98.5	NO_DATA	NO_DATA
KMN689	Paramyotonia Congenita	G71.1	H00743	Paramyotonia congenita
KMN608	Paraneoplastic Cerebellar Ataxia	G32.81	NO_DATA	NO_DATA
KMN609	Paraneoplastic Cerebellar Degeneration	G32.81	NO_DATA	NO_DATA
KMN582	Paraneoplastic Encephalomyelitis	G04	NO_DATA	NO_DATA
KMN703	Paraneoplastic Retinopathy	H36	NO_DATA	NO_DATA
KMN642	Paraneoplastic Sensory Neuronopathy	G13	NO_DATA	NO_DATA
KMN595	Parkinson's Disease	G20	H00057	Parkinson disease
KMN194	Paroxysmal Nocturnal Hemoglobinuria	D59.5	H01053	Paroxysmal nocturnal hemoglobinuria
KMN844	Pathologic Gynecomastia	N62	NO_DATA	NO_DATA
KMN364	Pellagra	E52	H01582	Pellagra
KMN761	Peptic Ulcer Disease	K27.9	NO_DATA	NO_DATA
KMN13	Periodic Fever Syndrome	E85.0	H00282;H00288;H02484	Cryopyrin associated periodic syndrome;Familial Mediterranean fever;X-linked reticulate pigmentary disorder with systemic manifestations
KMN46	Peripheral Nerve Sheath Tumors	C47	NO_DATA	NO_DATA
KMN126	Peripheral T Cell Lymphoma	C84.4	H01892	Peripheral T cell lymphoma
KMN181	Pernicious Anemia	D51.0	H01277	Vitamin B12 deficiency anaemia
KMN855	Persistent Mullerian Duct syndrome	Q55.8	H00609	Persistent Mullerian duct syndrome
KMN848	Persistent hyperinsulinemic hypoglycemia of infancy	E16.1	H01267	Familial hyperinsulinemic hypoglycemia
KMN462	Phenylketonuria Type I	E70.0;E70.1	H00167	Phenylketonuria
KMN461	Phenylketonuria Type II	E70.1	NO_DATA	NO_DATA
KMN460	Phenylketonuria Type III	NO_DATA	NO_DATA	NO_DATA
KMN140	Pheochromocytoma	D35.0	NO_DATA	NO_DATA
KMN473	Phosphoglycerate Dehydrogenase Deficiency	E72.8	H00200;H00834;H00835;H00849;H00923;H01079;H01257;H01283;H02116;H02117;H02196;H02304;H02313	Beta-ureidopropionase deficiency;Guanidinoacetate methyltransferase deficiency;Succinic semialdehyde dehydrogenase deficiency;Cerebral creatine deficiency syndrome;Congenital systemic glutamine deficiency;3-Phosphoglycerate dehydrogenase (3-PGDH) deficiency;GABA-transaminase deficiency;Malonyl-CoA decarboxylase deficiency;Phosphoserine phosphatase deficiency;Neu-Laxova syndrome;X-linked creatine deficiency syndrome;Combined D-2- and L-2-hydroxyglutaric aciduria;5-Oxoprolinase deficiency
KMN472	Phosphoglycerate Kinase Deficiency	E74.0	H00069;H00150;H01760;H01762;H01939;H01940;H01941;H01942;H01943;H01944;H01945;H01946;H01948;H01949;H01950;H01951;H01952;H01953;H01954;H01955;H01956	Glycogen storage disease;Danon disease;Hepatic glycogen storage disease;Muscle glycogen storage disease;Glycogen storage disease type I;Glycogen storage disease type II;Glycogen storage disease type III;Glycogen storage disease type IV;Glycogen storage disease type V;Glycogen storage disease type VI;Glycogen storage disease type VII;Glycogen storage disease type XI;Glycogen storage disease type IX;Glycogen storage disease type 0b;Glycogen storage disease type 0a;Glycogen storage disease type X;Glycogen storage disease type XII;Glycogen storage disease type XIII;Glycogen storage disease type XIV;Glycogen storage disease type XV;Glycogen storage disease of heart
KMN474	Phosphoglycerate Mutase Deficiency	E74.0	H00069;H00150;H01760;H01762;H01939;H01940;H01941;H01942;H01943;H01944;H01945;H01946;H01948;H01949;H01950;H01951;H01952;H01953;H01954;H01955;H01956	Glycogen storage disease;Danon disease;Hepatic glycogen storage disease;Muscle glycogen storage disease;Glycogen storage disease type I;Glycogen storage disease type II;Glycogen storage disease type III;Glycogen storage disease type IV;Glycogen storage disease type V;Glycogen storage disease type VI;Glycogen storage disease type VII;Glycogen storage disease type XI;Glycogen storage disease type IX;Glycogen storage disease type 0b;Glycogen storage disease type 0a;Glycogen storage disease type X;Glycogen storage disease type XII;Glycogen storage disease type XIII;Glycogen storage disease type XIV;Glycogen storage disease type XV;Glycogen storage disease of heart
KMN72	Pilocytic astrocytoma	C71.9	NO_DATA	NO_DATA
KMN157	Pituitary Tumor	D44.3	NO_DATA	NO_DATA
KMN98	Plasma-cell Leukaemia	C90.1	NO_DATA	NO_DATA
KMN210	Plasminogen Activator Inhibitor 1 Deficiency	D68.8	H00983;H01078;H01106;H01697	Alpha-2-plasmin inhibitor (a2-PI) deficiency;Fletcher factor deficiency;Plasminogen activator inhibitor type 1 deficiency;Antiphospholipid syndrome
KMN746	Pneumonia	J10;J11;J12;J13;J14;J15;J16;J17;J18	NO_DATA	NO_DATA
KMN802	Polyarteritis Nodosa	M30.0	H01382	Polyarteritis nodosa
KMN346	Polycystic Ovarian Syndrome	E28.2	H01739	Polycystic ovary syndrome
KMN238	Polycythemia	D75.1	NO_DATA	NO_DATA
KMN165	Polycythemia Vera	D45	H00012	Polycythemia vera
KMN557	Polygenic Hypercholesterolemia	E78.0	H01383;H01918	Hyperlipoproteinemia type IIa;Familial autosomal recessive hypercholesterolemia
KMN344	Polyglandular Autoimmune Syndrome Type I	E31.0	H01971;H01972	IPEX syndrome;Autoimmune polyendocrinopathy syndrome type 1
KMN345	Polyglandular Autoimmune Syndrome Type II	E31.0	H01971;H01972	IPEX syndrome;Autoimmune polyendocrinopathy syndrome type 1
KMN809	Polymyositis	M33.2	NO_DATA	NO_DATA
KMN149	Polyposis Coli	D12.6	H01023	Juvenile polyposis syndrome
KMN569	Porphyria Cutanea Tarda	E80.1	H00202	Hepatic porphyria
KMN896	Postural Orthostatic Tachycardia Syndrome	I49.8	NO_DATA	NO_DATA
KMN881	Prader-Willi Syndrome	Q87.11	H00478	Prader-Willi syndrome
KMN120	Precursor B Cell Acute Lymphoid Leukemia	C83.5;C91.0	H00001;H00002	B-cell acute lymphoblastic leukemia;T-cell acute lymphoblastic leukemia
KMN121	Precursor T cell Lymphoblastic Lymphoma	C91.0	H00001;H00002	B-cell acute lymphoblastic leukemia;T-cell acute lymphoblastic leukemia
KMN637	Predominant Sensory Demyelinating Neuropathy	G60.0	H00264;H00816;H01155;H01296;H02344;H02345;H02357;H02390	Charcot-Marie-Tooth disease;Agenesis of the corpus callosum with peripheral neuropathy;Roussy-Levy syndrome;Hereditary neuropathy with liability to pressure palsies;Cowchock syndrome;Autosomal recessive peripheral neuropathy (PNRIID);Congenital hypomyelinating neuropathy;Autosomal recessive neuromyotonia and axonal neuropathy
KMN847	Preeclampsia	O14	NO_DATA	NO_DATA
KMN332	Primary Aldosteronism	E26.0	H01603	Primary aldosteronism
KMN769	Primary Biliary Cirrhosis	K74.3	H01467	Primary biliary cirrhosis
KMN116	Primary Effusion Lymphoma	C83.8	NO_DATA	NO_DATA
KMN534	Primary Hypoalphalipoproteinemia	E78.6	H00158;H00927;H00930	Lecithin:cholesterol acyltransferase deficiency;Chylomicron retention disease;Hypoalphalipoproteinemia
KMN533	Primary Lactase Deficiency	E73.0	H00116	Congenital lactase deficiency
KMN728	Primary Pulmonary Hypertension	I27.0	H01619	Primary pulmonary hypertension
KMN119	Primary Testicular Lymphoma	NO_DATA	NO_DATA	NO_DATA
KMN665	Primary merosin deficiency	G71.0	H00562;H00565;H00566;H00585;H00590;H00592;H00593;H00594;H00697;H01778;H01977;H02182;H02513	Dystrophinopathies;Sarcoglycanopathies;Distal myopathy with anterior tibial onset;Epidermolysis bullosa, hemidesmosomal;Congenital muscular dystrophies (CMD/MDC);Calpainopathy;Limb-girdle muscular dystrophy;Distal myopathy;X-linked myopathy with postural muscle atrophy;Ullrich disease;Laing distal myopathy;Distal myopathy, Tateyama type;Oculopharyngodistal myopathy
KMN71	Primitive Neuroectodermal Tumor	C71.9	NO_DATA	NO_DATA
KMN343	Progeria	E34.8	H00601;H01733;H01883;H02323;H02480	Hutchinson-Gilford progeria syndrome;Werner syndrome;Nestor-Guillermo progeria syndrome;Ruijs-Aalfs syndrome;Fontaine progeroid syndrome
KMN868	Progressive Diaphyseal Dysplasia	Q78.3	H00434	Camurati-Engelmann disease
KMN770	Progressive Familial Intrahepatic Cholestasis	K76.8	H00624	Progressive familial intrahepatic cholestasis
KMN599	Progressive Supranuclear Palsy	G23.1	H00077	Progressive supranuclear palsy
KMN368	Prohormone convertase 1 gene mutation	E66.8	H02059;H02060;H02105;H02106;H02235;H02384	Leptin deficiency;Leptin receptor deficiency;Prohormone convertase 1/3 deficiency;Genetic obesity;Morbid obesity and spermatogenic failure;Abdominal obesity-metabolic syndrome
KMN467	Prolidase Deficiency	E72.8	H01119	Prolidase deficiency
KMN466	Propionic Acidemia	E71.121	H00175	Propionic acidemia
KMN56	Prostate Cancer	C61	H00024	Prostate cancer
KMN843	Prostatic hypertrophy	N40;N41.1	NO_DATA	NO_DATA
KMN211	Protein C Deficiency	D68.5	H01381	Antithrombin III deficiency
KMN212	Protein S Deficiency	D68.5	H01381	Antithrombin III deficiency
