index	Keymolnet_disease	MeSH	OMIM	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	HMDB_ChEBI
KMN467	Prolidase Deficiency	D056732	170100	PEPD	A0A140VJR2;P12955	NO_DATA	NO_DATA	NO_DATA	70744
KMN466	Propionic Acidemia	D056693	606054	PCCA;PCCB	P05165;P05166	NO_DATA	NO_DATA	NO_DATA	139272;15366;15428;15570;15724;15891;15971;16000;16347;16467;16737;18019;18050;18089;266653;27596;30768;30769;30835;30860;33404;37051;41139;422;50599;53210;64390;68499;70979;70984;73018;86366;89963
KMN56	Prostate Cancer	NO_DATA	NO_DATA	AKT1;AKT2;AKT3;AR;ARAF;ATF4;BAD;BCL2;BRAF;CASP9;CCND1;CCNE1;CCNE2;CDK2;CDKN1A;CDKN1B;CHUK;CREB1;CREB3;CREB3L1;CREB3L2;CREB3L3;CREB3L4;CREB5;CREBBP;CTNNB1;DDX5-ETV4;E2F1;E2F2;E2F3;EGF;EGFR;EP300;ERBB2;ERG;ETV5;FGFR1;FGFR2;FOXO1;GRB2;GSK3B;GSTP1;HRAS;HSP90AA1;HSP90AB1;HSP90B1;IGF1;IGF1R;IKBKB;IKBKG;IL1R2;INS;INSRR;KLK3;KRAS;LEF1;MAP2K1;MAP2K2;MAPK1;MAPK3;MDM2;MMP3;MMP9;MTOR;NFKB1;NFKBIA;NKX3-1;NKX3.1;NRAS;PDGFA;PDGFB;PDGFC;PDGFD;PDGFRA;PDGFRB;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PLAT;PLAU;PTEN;RAF1;RB1;RELA;SLC45A3-ELK4;SLC45A3-ETV1;SOS1;SOS2;SPINT1;SRD5A2;TCF7;TCF7L1;TCF7L2;TGFA;TMPRSS2;TMPRSS2-ERG;TMPRSS2-ETV1;TMPRSS2-ETV4;TMPRSS2-ETV5;TP53;ZEB1	A0A024QZM9;A0A024R178;A0A024R2B3;A0A024R2Q3;A0A024R562;A0A024R985;A0A024R9B0;A0A024RB77;A0A024RCX5;A0A024RD80;A0A024RDV3;A0A2K8FKV1;A0A2X0SFG1;A0A384NYY3;A4QPA9;B0LPE5;B0LPF3;B2RA75;B2RBI8;B3KQ75;F2YGG7;F6KD01;I1SRC5;I3WAC9;K7PPA8;K9JA46;L7RRS6;L7RSL8;L7RXH5;O00329;O00459;O00716;O14920;O15111;O15393;O15530;O43278;O43889;O96020;P00533;P00749;P00750;P01111;P01112;P01116;P01127;P01133;P01135;P01308;P04049;P04085;P04626;P04637;P05019;P06400;P07288;P07900;P08069;P08238;P08254;P09211;P09619;P10275;P10398;P10415;P11308;P11362;P14616;P14625;P14780;P15056;P16220;P16234;P18848;P19838;P21802;P24385;P24864;P24941;P25963;P27361;P27930;P27986;P28324;P28482;P31213;P31749;P31751;P35222;P36402;P36507;P37275;P38936;P41161;P42336;P42338;P42345;P43268;P46527;P49841;P50549;P55211;P60484;P62993;Q00987;Q01094;Q02750;Q02930;Q04206;Q07889;Q07890;Q09472;Q12778;Q14209;Q1HBJ4;Q499G7;Q4LE51;Q504U8;Q53GA5;Q53X93;Q546G3;Q59F04;Q59GZ8;Q5U091;Q659G9;Q68CJ9;Q68D60;Q6FI00;Q6FI27;Q6I9V6;Q70SY1;Q7Z6C1;Q8IXL1;Q8N381;Q8TEY5;Q92569;Q92793;Q92934;Q96BA8;Q99801;Q9BSD8;Q9GZP0;Q9HCS4;Q9NQB0;Q9NRA1;Q9NUA2;Q9UJU2;Q9Y243;Q9Y6K9;V9HWE9;V9HWP2;X5D945;X5DNK3	Abiraterone acetate;Apalutamide;Bicalutamide;Cabazitaxel acetonate;Darolutamide;Degarelix acetate;Docetaxel;Enzalutamide;Estradiol valerate;Estramustine phosphate sodium;Estramustine phosphate sodium hydrate;Estrogens, esterified;Flutamide;Goserelin acetate;Histrelin acetate;Leuprolide acetate;Mitoxantrone hydrochloride;Nilutamide;Olaparib;Radium Ra 223 dichloride;Relugolix;Sipuleucel-T;Triptorelin pamoate	D00573;D00586;D00961;D00965;D00989;D01413;D02116;D02165;D02166;D02398;D04071;D06248;D06397;D06644;D07866;D09400;D09701;D09730;D10218;D10398;D10452;D10888;D11040;D11045	DB00007;DB00014;DB00499;DB00665;DB00783;DB01128;DB01196;DB01204;DB01248	NO_DATA
KMN843	Prostatic hypertrophy	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN211	Protein C Deficiency	D020152	613118	SERPINC1	A0A024R944;P01008	Antithrombin alfa	D08858	NO_DATA	NO_DATA
KMN212	Protein S Deficiency	D020152	613118	SERPINC1	A0A024R944;P01008	Antithrombin alfa	D08858	NO_DATA	NO_DATA
KMN213	Prothrombin Deficiency	NO_DATA	277450;607473	GGCX;VKORC1	A0A0S2Z6I4;P38435;Q9BQB6	Phytonadione	D00148	DB01022	NO_DATA
KMN528	Pseudohypoaldosteronism	C545036;C562901;D000141;D011546;D057973	145260;177735;179800;259730;264350;267300;300009;300554;300555;308990;310468;602722;604278;614491;614492;614495;614496	ATP6V0A4;ATP6V1B1;CA2;CLCN5;CUL3;KLHL3;NR3C2;OCRL;OCRL1;SCL4A1;SCNN1A;SCNN1B;SCNN1G;SLC4A1;SLC4A4;WNK1;WNK4	A0A024R475;A0A024R791;A5D8Z4;A5X2V1;B0ZBF6;B2R812;P00918;P02730;P08235;P15313;P37088;P51168;P51170;P51795;Q01968;Q13618;Q96J92;Q9H4A3;Q9HBG4;Q9UH77;Q9Y6R1;V9HW21	Potassium citrate;Sodium bicarbonate	D01203;D05578	DB01390	16737;17996;2718;2719;27584;28976;29101;29103
KMN331	Pseudohypoparathyroidism	D011547	103580;603233;612462;612463	GNAS;GNASAS1;STX16	A0A0S2Z3H8;O14662;O95467;P63092;Q5JWF2	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN330	Pseudopseudohypoparathyroidism	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN783	Psoriasis	D011565	177900;602723;614070;614204;616106	AP1S3;CARD14;HLA-C;IL36RN;TRAF3IP2	A0A024R518;O43734;P10321;Q6R739;Q95HC2;Q96PC3;Q9BXL6;Q9UBH0	Acitretin;Adalimumab;Anthralin;Apremilast;Betamethasone dipropionate;Brodalumab;Calcipotriene;Calcipotriene and betamethasone dipropionate;Calcipotriol hydrate;Calcitriol;Clobetasol propionate;Corticotropin;Cortisone acetate;Cyclosporine;Desoximetasone;Dexamethasone sodium phosphate;Etanercept;Guselkumab;Halobetasol and tazarotene;Halobetasol propionate;Hydrocortisone;Infliximab;Ixekizumab;Methotrexate;Methotrexate sodium;Methoxsalen;Methylprednisolone;Prednisolone;Risankizumab;Secukinumab;Tazarotene;Tildrakizumab;Tofacitinib citrate;Ustekinumab	D00088;D00129;D00139;D00142;D00146;D00184;D00233;D00407;D00472;D00742;D00973;D00975;D01125;D01132;D01272;D01637;D02115;D02597;D02598;D02754;D03697;D04409;D08860;D09214;D09783;D09967;D10061;D10071;D10198;D10400;D10438;D10534;D11052;D11932	DB00005;DB00051;DB00065;DB00091;DB00136;DB00443;DB00459;DB00547;DB00553;DB00563;DB00596;DB00741;DB00799;DB00860;DB00959;DB01013;DB01234;DB01285;DB01380;DB02300	NO_DATA
KMN787	Psoriatic Arthritis	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN757	Pulmonary Alveolar Proteinosis	D011649	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN756	Pulmonary Edema	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN730	Pulmonary Embolism	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN151	Pulmonary Lymphangioleiomyomatosis	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN729	Pulmonary Thromboembolism	NO_DATA	NO_DATA	NO_DATA	NO_DATA	Riociguat	D09572	NO_DATA	NO_DATA
KMN270	Purine Nucleoside Phosphorylase Deficiency	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN875	Pyknodysostosis	C535396;C535792;C535858;C535943;C536053;C536252;C536361;C536943;C537122;C537343;C537380;C537502;C537519;C537525;C537746;C537913;C537914;C562938;C563574;C564305;C564334;C567839;C579928;D010023	105835;108720;108721;123000;156250;156400;156500;164745;166700;182250;184260;186500;213980;215045;215140;250250;250460;251450;258315;258480;260400;265900;269500;300373;601559;602111;607778;608022;609441;610017;612961;613073;614305;615777;616298;616897;617898	AMER1;ANKH;BMPER;BMPR1B;CANT1;COL10A1;DDX58;FAM123B;FGF9;FLNB;FZD2;GDF5;GDF6;GPC6;IFIH1;IHH;INPPL1;LBR;LEMD3;LIFR;LRP4;MMP13;MMP9;NOG;PTH1R;PTHR1;PTPN11;RMRP;SBDS;SFRP4;SOST;TAPT1;TMCO1;TRIP11;XYLT1	A0A024R8U8;A0A024RBB9;A0A090N7U6;A0A0S2A5D6;A0A650AXN9;A1LPH3;A8K1Z4;F1T0J1;O00238;O15357;O75096;O75369;O95786;P14780;P31371;P42702;P43026;P45452;Q03431;Q03692;Q06124;Q13253;Q14332;Q14623;Q14739;Q15643;Q53H33;Q5JTC6;Q6FHJ7;Q6KF10;Q6NXT6;Q86UZ8;Q86Y38;Q8N8U9;Q8WVQ1;Q9BQB4;Q9BYX4;Q9HCJ1;Q9UM00;Q9Y2U8;Q9Y3A5;Q9Y625	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN454	Pyrimidine 5'-Nucleotidase Deficiency	NO_DATA	266120;612631	AK1;NT5C3A;UMPH1	P00568;Q6FGX9;Q9H0P0	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN455	Pyruvate Kinase Deficiency	NO_DATA	102900;266200	PKLR	P30613	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN296	Rabson-Mendenhall syndrome	D056731	262190	INSR	P06213	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN793	Reactive Arthritis	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN174	Refractory anemia	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN632	Refsum Disease	D012035	266500	PEX7;PHYH	O00628;O14832;Q6FGN1	NO_DATA	NO_DATA	NO_DATA	16285;16577;17964;18402;91316
KMN821	Relapsing Polychondritis	D011081	NO_DATA	NO_DATA	NO_DATA	Prednisolone sodium phosphate;Prednisone	D00473;D00981	DB00635;DB00860	NO_DATA
KMN60	Renal Cell Carcinoma	D002292	NO_DATA	AKT1;AKT2;AKT3;ARAF;ARNT;ARNT2;BAD;BHD );BRAF;BUB1B-PAK6;CDC42;CDKN1A;CREBBP;CRK;CRKL;CUL2;EGLN1;EGLN2;EGLN3;ELOB;ELOC;EP300;EPAS1;ETS1;FH;FH , LOH, somatic mutation);FLCN;GAB1;GRB2;HGF;HIF1A;HRAS;JUN;KRAS;MAP2K1;MAP2K2;MAPK1;MAPK3;MET;Met , somatic activating mutation);NRAS;PAK1;PAK2;PAK3;PAK4;PAK5;PAK6;PDGFB;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;PRCC;PRCC-TFE3;PTPN11;RAC1;RAF1;RAP1A;RAP1B;RAPGEF1;RBX1;SLC2A1;SOS1;SOS2;TFE3;TGFA;TGFB1;TGFB2;TGFB3;VEGFA;VHL;VHL , somatic mutation)	A0A024QZ23;A0A024R0J1;A0A024R0R2;A0A024R178;A0A024R2F2;A0A024R562;A0A024R5P0;A0A024R759;A0A024R7Y5;A0A024R9Q4;A0A024RAA5;A0A024RB87;A0A024RCX5;A0A024RD33;A0A0S2Z3Q4;A0A0S2Z456;A0A0S2Z4C3;A0A140VKB1;A0A2K8FKV1;A0A2X0SFG1;A0A384NYY3;A0A499FJK2;A4D2P1;A4QPA9;A5YM40;A8K5M4;A8KAH9;B0AZM9;B0LPE5;B0LPF3;B3KW07;B4DW78;D0VY79;I1SRC5;L7RRS6;L7RSL8;L7RT18;L7RXH5;O00329;O00459;O75914;O96013;P01111;P01112;P01116;P01127;P01135;P01137;P04049;P05412;P07954;P08581;P10398;P10600;P11166;P14210;P14921;P15056;P15692;P19532;P27361;P27540;P27986;P28482;P31749;P31751;P36507;P38936;P40337;P42336;P42338;P46108;P46109;P60953;P61224;P61812;P62834;P62877;P62993;P63000;Q02750;Q06124;Q07889;Q07890;Q09472;Q13153;Q13177;Q13480;Q13617;Q13905;Q15369;Q15370;Q16665;Q1HBJ4;Q499G7;Q4LE51;Q59EG9;Q59GX2;Q5U091;Q7Z3A3;Q7Z6C1;Q86TN1;Q8N381;Q8NFG4;Q92569;Q92733;Q92793;Q92934;Q96FT4;Q96KS0;Q99814;Q9GZT9;Q9H6Z9;Q9HA84;Q9HBZ2;Q9NQU5;Q9P286;Q9Y243;R4SCQ0;X5D945;X5DQN9	Aldesleukin;Avelumab;Axitinib;Bevacizumab;Cabozantinib s-malate;Everolimus;Ipilimumab;Lenvatinib mesylate;Medroxyprogesterone acetate;Nivolumab;Pazopanib hydrochloride;Pembrolizumab;Sorafenib tosylate;Sunitinib malate;Temsirolimus;Tivozanib hydrochloride	D00748;D00951;D02714;D03218;D04603;D05380;D06068;D06272;D06402;D06409;D09920;D10095;D10190;D10316;D10574;D10817	DB00041;DB00112;DB00398;DB00603;DB01268	NO_DATA
KMN717	Renal Parenchymal Hypertension	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN842	Renal osteodystrophy	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN716	Renovascular Hypertension	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN216	Resistance to Activated Protein C	D020152	613118	SERPINC1	A0A024R944;P01008	Antithrombin alfa	D08858	NO_DATA	NO_DATA
KMN287	Resistance to Thyroid Hormone	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN597	Restless Legs Syndrome	D012148	102300	NO_DATA	NO_DATA	Gabapentin enacarbil;Pramipexole dihydrochloride;Ropinirole hydrochloride;Rotigotine	D00559;D00784;D05768;D09539	DB00268;DB00413	NO_DATA
KMN738	Restrictive Cardiomyopathy	NO_DATA	115210;612422	ACTC;DES;TNNI3;TNNT2	B3KPP5;P17661;P19429;P45379;P68032;Q53SB5;Q6FGX2	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN73	Retinoblastoma	D012175	NO_DATA	CDH11;KIF14;MDM2;MDM4;RB1;p16/INK	A0A024RDV3;K7PML8;O15151;P06400;P42771;P55287;Q00987;Q15058;Q59FS6	Cyclophosphamide	D00287	DB00531	NO_DATA
KMN578	Rett Syndrome	D015518	312750;613454	FOXG1;FOXG1B;MECP2	D3YJ43;P51608;P55316;Q59FJ6	NO_DATA	NO_DATA	NO_DATA	15641;16015
KMN39	Rhabdomyosarcoma	D018232	NO_DATA	ATR;MDM2;PAX3-FOXO1A;PAX7-FOXO1A	Q00987;Q12778;Q13535	Dactinomycin;Vincristine sulfate	D00214;D02197	DB00541;DB00970	NO_DATA
KMN710	Rheumatic fever	D002819	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN788	Rheumatoid Arthritis	D001172	NO_DATA	ACP5;ANGPT1;ATP6AP1;ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;ATP6V0C;ATP6V0D1;ATP6V0D2;ATP6V0E1;ATP6V0E2;ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2;ATP6V1D;ATP6V1E1;ATP6V1E2;ATP6V1F;ATP6V1G1;ATP6V1G2;ATP6V1G3;ATP6V1H;CCL2;CCL20;CCL3;CCL3L1;CCL3L3;CCL5;CD28;CD80;CD86;CSF1;CSF2;CTLA4;CTSK;CTSL;CXCL1;CXCL12;CXCL2;CXCL3;CXCL5;CXCL6;CXCL8;FLT1;FOS;HLA-DMA;HLA-DMB;HLA-DOA;HLA-DOB;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQA2;HLA-DQB1;HLA-DRA;HLA-DRB1;HLA-DRB3;HLA-DRB4;HLA-DRB5;ICAM1;IFNG;IGH;IL11;IL15;IL17A;IL18;IL1A;IL1B;IL23A;IL6;ITGAL;ITGB2;JUN;LTB;MMP1;MMP3;PTH;TCIRG1;TEK;TGFB1;TGFB2;TGFB3;TLR2;TLR4;TNF;TNFRSF11A;TNFSF11;TNFSF13;TNFSF13B;VEGFA	A0A024R0A1;A0A024R276;A0A024R5E5;A0A024R683;A0A024R791;A0A024R7F8;A0A024R7U9;A0A024R883;A0A024R991;A0A024R9I0;A0A024RD33;A0A024RDA5;A0A024RDD9;A0A0G2JMH6;A0A0S2Z4S4;A0A0U5J7Q1;A0A140VK65;A0A140VKA8;A0A173ADG5;A0A1V0E3M7;A0A1V0E3N1;A0A1V0E3N3;A0A1V0E3N6;A0A1V0E3N7;A0A1V0E3P0;A0A1V0E3P1;A0A1V0E3P2;A0A1V0E3P3;A0A1V0E3P6;A0A1V0E3P8;A0A1V0E3P9;A0A1V0E3Q1;A0A1V0E3Q2;A0A1V0E3Q3;A0A1V0E3Q4;A0A1V0E3Q5;A0A1V0E3Q6;A0A1V0E3Q7;A0A1V0E3Q8;A0A1V0E3R0;A0A1V0E3R3;A0A1V0E3R4;A0A1V0E3R6;A0A1V0E3R8;A0A1V0E3S0;A0A1V0E3S4;A0A1V0E3S6;A0A1V0E3S7;A0A1V0E3T1;A0A2Z4LKS3;A0A384MEK5;A0A384MQW4;A0A494C0X7;A0A499FJK2;A0A4D6G1L1;A0N0P2;A0N0R1;A4D1K0;A5YM40;A8K3F7;A8K632;B2RAL6;B3KWR9;B4DVM1;D0EI67;I4EC15;L7RSL3;O00206;O14788;O15342;O60603;O75348;O75888;O95670;P01100;P01137;P01270;P01375;P01579;P01583;P01584;P01903;P01906;P01909;P01911;P01920;P03956;P04141;P04440;P05107;P05231;P05362;P05412;P06340;P07711;P08254;P09341;P09603;P10145;P10147;P10600;P10747;P13500;P13501;P13686;P13762;P13765;P15313;P15692;P16410;P16619;P17948;P19875;P19876;P20036;P20701;P20809;P21281;P21283;P27449;P28068;P33681;P36543;P38606;P40933;P42081;P42830;P43235;P48061;P61421;P61812;P78556;P79483;P80162;Q02763;Q06643;Q13488;Q14116;Q15389;Q15904;Q16552;Q16864;Q30154;Q31604;Q53G95;Q53X12;Q53Y06;Q59EG9;Q59HG2;Q5QNS2;Q5STB2;Q5STB3;Q5T9Y4;Q5Y7D1;Q5Y7D3;Q6FG41;Q6I9S7;Q6ICR9;Q6NVJ2;Q75MH2;Q76NI6;Q8MH44;Q8N8Y2;Q8NEY4;Q8NHE4;Q93050;Q96A05;Q96LB4;Q99437;Q9HBG4;Q9NPF7;Q9UI12;Q9Y275;Q9Y487;Q9Y5K8;Q9Y6Q6;X5CF87;X5CKE2;X5D2U9	Abatacept;Adalimumab;Anakinra;Auranofin;Azathioprine;Baricitinib;Celecoxib;Certolizumab pegol;Corticotropin;Cortisone acetate;Cyclosporine;Dexamethasone;Dexamethasone sodium phosphate;Diclofenac sodium and misoprostol;Etanercept;Fenoprofen calcium;Flurbiprofen;Golimumab;Hydrocortisone;Hydrocortisone sodium succinate;Hydroxychloroquine sulfate;Ibuprofen and famotidine;Indomethacin;Infliximab;Leflunomide;Lobenzarit sodium;Meclofenamate sodium;Methotrexate;Methotrexate sodium;Methylprednisolone;Methylprednisolone acetate;Methylprednisolone sodium succinate;Naproxen;Naproxen and esomeprazole magnesium;Naproxen sodium;Oxaprozin;Piroxicam;Prednisolone;Prednisolone sodium phosphate;Prednisone;Rituximab;Salsalate;Sarilumab;Sulfasalazine;Tocilizumab;Tofacitinib citrate;Triamcinolone acetonide;Upadacitinib hydrate	D00088;D00118;D00127;D00141;D00142;D00146;D00169;D00184;D00237;D00238;D00292;D00330;D00407;D00428;D00448;D00463;D00472;D00473;D00567;D00742;D00749;D00751;D00968;D00970;D00973;D00975;D00978;D00979;D00981;D00983;D01808;D02114;D02115;D02596;D02597;D02598;D02934;D02994;D03203;D03441;D04358;D09783;D10161;D10308;D11048;D11091;D11575;D11576	DB00005;DB00026;DB00051;DB00065;DB00073;DB00091;DB00328;DB00482;DB00554;DB00563;DB00573;DB00620;DB00635;DB00712;DB00741;DB00788;DB00795;DB00860;DB00939;DB00959;DB00991;DB00993;DB00995;DB01097;DB01234;DB01281;DB01285;DB01380;DB01399	NO_DATA
KMN353	Rogers' Syndrome	D006345	614429;614431;614432	CITED2;GATA4;NKX2-5;NKX25	A0A0S2Z383;B3KUF4;D9ZGF1;P43694;P52952;Q99967	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN503	Rotor's syndrome	D006933	237450	SLCO1B1;SLCO1B3	A0A024RAU7;B3KP78;Q05CV5;Q9NPD5;Q9Y6L6	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN794	SAPHO Syndrome	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN720	ST-Segment Elevation Myocardial Infarction	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN424	Sandhoff's Disease	D012497	268800	HEXB	A0A024RAJ6;P07686	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN265	Sarcoidosis	D012507	609464	NOD2	Q9HC29	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN423	Sarcosinemia	C538384;C538385;C565278	239500;239510;268900;605850;605899	ALDH4A1;AMT;DMGDH;GCSH;GLDC;PRODH;SARDH	A0A024R2U7;A0A024RAC7;B3KQ84;O43272;P23378;P23434;P30038;P48728;Q9UI17;Q9UL12	NO_DATA	NO_DATA	NO_DATA	15428;15611;15724;15982;16199;16737;17115;17203;17588;17724;18139;27470;32398;41139
KMN864	Schimke Immuno-Osseous Dysplasia	C535387;C535766;C535866;C536140;C536629;C536637;C537207;C537998;C537999;C538256;C562524;C562968;C563218;C563869;C564252;C564794;C565740;C567551;C567639;D010009	156550;183900;184095;184250;184840;208230;215150;224410;228520;242900;269250;271510;271640;271665;313400;602557;603546;604864;607095;608361;608728;609162;610442;612813;612847;613330;614524;616583;616651;616723;617396;617974;618162;618392;618395;618618;618728;618853	ACAN;B3GALT6;BGN;CCN6;COL11A1;COL11A2;COL2A1;DDR2;DDRGK1;EXOC6B;HSPG2;KIF22;MATN3;MBTPS1;MIR140;NANS;NEPRO;NKX3-2;NKX32;PAPSS2;POP1;RMRP;RNU4ATAC;RPL13;RSPRY1;SIK3;SLC35D1;SMARCAL1;TONSL;TRAPPC2;TRPV4;UFSP2;WISP3	A0A024R6U0;A0A024R906;A0A024RD09;A0A0C4DFS1;A0A384NYW3;A8K4C8;B3KRI4;B4DNL4;I6L968;O15232;O95340;O95389;P02458;P0DI81;P0DI82;P12107;P13942;P16112;P21810;P26373;P78367;P98160;Q13608;Q14703;Q14807;Q16832;Q59HB5;Q5TB52;Q6IBE5;Q6NW34;Q96DX4;Q96HA7;Q96HY6;Q96L58;Q99575;Q9HBA0;Q9NR45;Q9NTN3;Q9NUQ7;Q9NZC9;Q9Y2D4;Q9Y2K2	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN574	Schizophrenia	D012559	181500;600850;603013;604906	AKT1;APOL2;APOL4;C4A;CHI3L1;COMT;DAOA;DISC1;DISC2;DRD3;HTR2A;MTHFR;NRG1;PRODH;RTN4R;SCZD1;SCZD11;SCZD12;SCZD2;SCZD3;SCZD5;SCZD6;SCZD7;SCZD8;SYN2	A0A024R1M8;A0A024R969;A8K8E4;B0LPE5;B3KRB3;O43272;P0C0L4;P21964;P28223;P31749;P35462;P36222;P42898;P59103;Q02297;Q59GJ6;Q6PK61;Q86VA8;Q8IU67;Q92777;Q9BPW4;Q9BQE5;Q9BZR6;Q9NRI5;X5D2G4	Aripiprazole;Aripiprazole hydrate;Aripiprazole lauroxil;Asenapine;Asenapine maleate;Brexpiprazole;Cariprazine hydrochloride;Chlorpromazine hydrochloride;Clozapine;Fluphenazine decanoate;Haloperidol decanoate;Haloperidol lactate;Loxapine;Loxapine succinate;Lumateperone tosylate;Lurasidone hydrochloride;Molindone hydrochloride;Olanzapine;Olanzapine pamoate;Paliperidone;Paliperidone palmitate;Perphenazine;Prochlorperazine maleate;Quetiapine fumarate;Risperidone;Thioridazine hydrochloride;Thiothixene;Trifluoperazine hydrochloride;Ziprasidone hydrochloride;Ziprasidone mesylate	D00283;D00374;D00426;D00454;D00458;D00479;D00503;D00789;D00793;D00794;D00796;D00798;D00799;D01164;D01898;D01939;D02100;D02340;D02995;D04820;D05339;D05340;D06623;D08035;D09876;D10309;D10364;D10516;D11170;D11769	DB00246;DB00334;DB00363;DB00408;DB00433;DB00477;DB00502;DB00623;DB00679;DB00734;DB00831;DB00850;DB01224;DB01238;DB01267	11909;15344;15428;15550;15603;15676;15724;15729;15756;15773;15843;15891;15903;15966;15971;16001;16015;16032;16113;16196;16229;16283;16344;16349;16414;16422;16467;16523;16581;16643;16737;16814;16828;16856;16857;16919;16946;16977;17026;17053;17066;17115;17191;17196;17268;17295;17347;17351;17364;17497;17515;17650;17697;17754;17775;17858;17895;17964;18019;18050;18089;18101;18135;18183;18185;18243;18329;18344;18357;21547;23956;27823;28195;28453;28733;28790;28822;28842;28875;28918;28952;29009;29019;30746;30769;30797;30915;32365;32398;32425;32805;32816;33070;33198;35619;35936;36715;36999;37023;41139;42111;422;42504;47767;50613;542034;545959;566274;70808;72998;73002;73707;73858;8387;846276;86248;86255;9300
KMN146	Schwannoma	C548032;D009456	193520;611431	NF1;SPRED1	P21359;Q7Z699	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN654	Schwartz-Jampel syndrome (chondrodystrophic myotonia)	C537340;C537746;C537998;C538353;D005097;D009223;D009224;D010009;D020386;D020967	133700;133701;160800;160900;168300;224410;255700;255800;258315;312870;602668;608390	CLCN1;CNBP;DMPK;EXT1;EXT2;GPC3;GPC6;HSPG2;SCN4A;ZNF9	A0A0S2Z4K2;E5KR06;I6QTG3;P35499;P35523;P51654;P62633;P98160;Q09013;Q16394;Q53H15;Q93063;Q9Y625	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN206	Sebastian syndrome	NO_DATA	605249	MYH9	A0A024R1N1;P35579	NO_DATA	NO_DATA	NO_DATA	NO_DATA
KMN55	Seminoma	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA
